year,month,import_val,export_val,import_kg,export_kg,import_val_growth,import_val_growth_5,export_val_growth,export_val_growth_5,wld_diversity,wld_diversity_eff,hs_diversity,hs_diversity_eff,eci,bra_id,ibge_id
2001,0,None,10200821.00,None,10378260,None,None,-0.260976,None,17,10.7724,1,1.0,None,4mg110210,3139508
2002,0,None,5704568.00,None,7869641,None,None,-0.440774,None,16,10.3627,4,1.03133,-0.013099,4mg110210,3139508
2003,0,None,3002762.00,None,3421200,None,None,-0.473621,None,7,4.59326,1,1.0,-0.00513179,4mg110210,3139508
2004,0,None,18293273.00,None,15756660,None,None,5.09215,None,22,6.15771,1,1.0,-0.0223672,4mg110210,3139508
2005,0,None,29675037.00,None,19682940,None,None,0.622183,0.165421,21,6.29341,1,1.0,-0.0259066,4mg110210,3139508
2006,0,None,31068034.00,None,17640060,None,None,0.0469417,0.249498,20,9.88265,1,1.0,-0.0220162,4mg110210,3139508
2007,0,332274.00,92735044.00,1760,41498400,None,None,1.9849,0.746643,34,12.6323,1,1.0,-0.0558561,4mg110210,3139508
2008,0,None,72889263.00,None,28435076,None,None,-0.214005,0.892468,31,12.9349,1,1.0,-0.0366831,4mg110210,3139508
2009,0,None,45968295.00,None,21408416,None,None,-0.369341,0.202357,32,12.5522,1,1.0,-0.0240855,4mg110210,3139508
2010,0,None,33924309.00,None,12720640,None,None,-0.262006,0.0271265,27,12.1919,1,1.0,-0.0126554,4mg110210,3139508
2011,0,None,43531367.00,None,10696647,None,None,0.283191,0.069788,26,14.127,1,1.0,-0.01136,4mg110210,3139508
2012,0,None,55782723.00,None,15517300,None,None,0.281437,-0.0966602,38,17.3224,1,1.0,-0.0219027,4mg110210,3139508
2013,0,None,36020261.00,None,14437900,None,None,-0.354276,-0.131486,35,14.2196,1,1.0,-0.0176564,4mg110210,3139508
2014,0,None,61915344.00,None,20370200,None,None,0.718903,0.0613729,35,11.8491,1,1.0,-0.0230559,4mg110210,3139508
2007,0,889908.00,None,5074242,None,None,None,None,None,0,None,0,None,None,4mg110211,3140530
2008,0,6839994.00,None,14500000,None,6.68618,None,None,None,0,None,0,None,None,4mg110211,3140530
2009,0,5120912.00,None,16268000,None,-0.251328,None,None,None,0,None,0,None,None,4mg110211,3140530
2010,0,7379416.00,None,25235200,None,0.441036,None,None,None,0,None,0,None,None,4mg110211,3140530
2011,0,20636790.00,None,51625690,None,1.79653,None,None,None,0,None,0,None,None,4mg110211,3140530
2012,0,15407802.00,None,34828960,None,-0.253382,0.768802,None,None,0,None,0,None,None,4mg110211,3140530
2013,0,12375149.00,None,36716000,None,-0.196826,0.125898,None,None,0,None,0,None,None,4mg110211,3140530
2014,0,18854911.00,None,63278077,None,0.523611,0.297823,None,None,0,None,0,None,None,4mg110211,3140530
2000,0,None,2063296.00,None,1478400,None,None,None,None,10,5.68293,1,1.0,None,4mg110212,3140902
2001,0,None,9326439.00,None,11026800,None,None,3.52017,None,25,14.4581,1,1.0,None,4mg110212,3140902
2002,0,None,28246390.00,None,39738600,None,None,2.02864,None,30,8.66324,1,1.0,-0.0503099,4mg110212,3140902
2003,0,None,30052313.00,None,36436020,None,None,0.0639346,None,22,7.39057,1,1.0,-0.0513601,4mg110212,3140902
2004,0,None,7785819.00,None,7421220,None,None,-0.740924,None,15,9.00924,1,1.0,-0.00951972,4mg110212,3140902
2005,0,None,5115519.00,None,3781200,None,None,-0.34297,0.199128,14,3.60081,1,1.0,-0.00446589,4mg110212,3140902
2006,0,None,11155759.00,None,6585600,None,None,1.18077,0.0364698,16,7.75042,1,1.0,-0.00790547,4mg110212,3140902
2007,0,9509179.00,23833242.00,428318,10485540,None,None,1.13641,-0.0334061,15,7.14833,1,1.0,-0.0143552,4mg110212,3140902
2008,0,360437.00,15637136.00,10109,6126000,-0.962096,None,-0.343894,-0.122482,8,4.45067,1,1.0,-0.00786973,4mg110212,3140902
2009,0,None,18063796.00,None,9024000,None,None,0.155186,0.183317,9,4.86861,1,1.0,-0.00946471,4mg110212,3140902
2010,0,None,28831937.00,None,10159800,None,None,0.596117,0.413178,8,2.80751,1,1.0,-0.0107557,4mg110212,3140902
2011,0,None,38588601.00,None,7957200,None,None,0.338398,0.281717,9,4.03005,1,1.0,-0.0100701,4mg110212,3140902
2012,0,6180186.00,45294803.00,113568,13138400,None,-0.0825726,0.173787,0.137033,19,6.25586,1,1.0,-0.0177847,4mg110212,3140902
2013,0,22167353.00,73253016.00,852896,30787800,2.58684,1.27917,0.61725,0.361864,34,13.5461,1,1.0,-0.0359072,4mg110212,3140902
2014,0,None,181279746.00,None,56697100,None,None,1.47471,0.586018,33,9.28466,1,1.0,-0.0675046,4mg110212,3140902
2010,0,129923.00,None,87929,None,None,None,None,None,0,None,0,None,None,4mg110214,3154150
2000,0,None,983604.00,None,645600,None,None,None,None,10,8.08646,1,1.0,None,4mg110215,3157906
2001,0,None,1116869.00,None,1180800,None,None,0.135486,None,9,6.43202,1,1.0,None,4mg110215,3157906
2002,0,None,147774.00,None,196800,None,None,-0.867689,None,2,1.96985,1,1.0,-0.000263202,4mg110215,3157906
2003,0,2601678.00,None,21002831,None,None,None,None,None,0,None,0,None,None,4mg110217,3162559
2004,0,3775945.00,None,30646500,None,0.45135,None,None,None,0,None,0,None,None,4mg110217,3162559
2005,0,4835968.00,None,25592430,None,0.280731,None,None,None,0,None,0,None,None,4mg110217,3162559
2006,0,467625.00,None,3500000,None,-0.903303,None,None,None,0,None,0,None,None,4mg110217,3162559
2001,0,None,16512.00,None,109440,None,None,None,None,1,1.0,1,1.0,None,4mg110219,3167608
2002,0,None,35901.00,None,230278,None,None,1.17424,None,1,1.0,1,1.0,-0.0233182,4mg110219,3167608
2000,0,404700.00,None,87000,None,None,None,None,None,0,None,0,None,None,4mg110303,3113305
2004,0,45000.00,None,200,None,None,None,None,None,0,None,0,None,None,4mg110303,3113305
2008,0,340000.00,None,18000,None,None,None,None,None,0,None,0,None,None,4mg110303,3113305
2009,0,None,1040.00,None,9,None,None,None,None,1,1.0,1,1.0,6.60208e-05,4mg110303,3113305
2010,0,56072.00,None,32,None,None,None,None,None,0,None,0,None,None,4mg110303,3113305
2003,0,None,94480.00,None,96000,None,None,None,None,2,1.98024,1,1.0,-0.000161469,4mg110304,3122009
2011,0,131650.00,None,2941,None,None,None,None,None,0,None,0,None,None,4mg110304,3122009
2012,0,46480.00,None,332,None,-0.646943,None,None,None,0,None,0,None,None,4mg110304,3122009
2013,0,166502.00,43200.00,1978,19200,2.58223,None,None,None,1,1.0,1,1.0,-2.11758e-05,4mg110304,3122009
2014,0,74549.00,2110248.00,610,926400,-0.552264,None,47.8483,None,4,3.45309,1,1.0,-0.00078581,4mg110304,3122009
2001,0,None,3890869.00,None,4706400,None,None,None,None,18,11.1903,1,1.0,None,4mg110305,3124203
2002,0,None,21504.00,None,38400,None,None,-0.994473,None,2,2.0,1,1.0,-3.8301e-05,4mg110305,3124203
2010,0,None,190008.00,None,79200,None,None,None,None,1,1.0,1,1.0,-7.08823e-05,4mg110305,3124203
2011,0,None,10006684.00,None,2662200,None,None,51.6645,None,16,9.98542,1,1.0,-0.00261136,4mg110305,3124203
2012,0,None,29634397.00,None,8544800,None,None,1.96146,None,23,13.1976,1,1.0,-0.0116358,4mg110305,3124203
2013,0,None,38606623.00,None,17251320,None,None,0.302764,None,34,15.7853,2,1.0089,-0.0193184,4mg110305,3124203
2014,0,None,63127275.00,None,20421500,None,None,0.635141,None,26,9.55094,1,1.0,-0.0235072,4mg110305,3124203
2004,0,None,501.00,None,37,None,None,None,None,1,1.0,1,1.0,-0.000104665,4mg110306,3124906
2005,0,None,3164.00,None,119,None,None,5.31537,None,1,1.0,2,1.7077,-0.000756519,4mg110306,3124906
2006,0,None,6245.00,None,586,None,None,0.973767,None,1,1.0,5,3.68526,-0.00074424,4mg110306,3124906
2007,0,None,69845.00,None,5932,None,None,10.1841,None,1,1.0,9,5.89949,-0.0093412,4mg110306,3124906
2008,0,None,8563.00,None,509,None,None,-0.8774,None,1,1.0,1,1.0,-0.00088886,4mg110306,3124906
2001,0,7490.00,None,99,None,None,None,None,None,0,None,0,None,None,4mg110310,3142205
2002,0,8894.00,None,85,None,0.18745,None,None,None,0,None,0,None,None,4mg110310,3142205
2003,0,3451.00,None,26,None,-0.611986,None,None,None,0,None,0,None,None,4mg110310,3142205
2004,0,6983.00,1134.00,278,295,1.02347,None,None,None,1,1.0,1,1.0,2.06019e-05,4mg110310,3142205
2005,0,10838.00,None,474,None,0.552055,None,None,None,0,None,0,None,None,4mg110310,3142205
2006,0,1681873.00,None,93379,None,154.183,1.95299,None,None,0,None,0,None,None,4mg110310,3142205
2007,0,6936.00,2800.00,336,89,-0.995876,-0.048514,None,None,1,1.0,1,1.0,1.91616e-05,4mg110310,3142205
2009,0,None,27000.00,None,118,None,None,None,0.885168,1,1.0,1,1.0,0.000216708,4mg110310,3142205
2010,0,None,6000.00,None,13,None,None,-0.777778,None,1,1.0,1,1.0,0.000250247,4mg110310,3142205
2011,0,5134.00,None,17,None,None,-0.685998,None,None,0,None,0,None,None,4mg110310,3142205
2000,0,91860.00,3452211.00,1130,3997,None,None,None,None,4,1.02075,5,1.04747,None,4mg110311,3143906
2001,0,19777.00,10116.00,20,278,-0.784705,None,-0.99707,None,1,1.0,2,1.8038,None,4mg110311,3143906
2002,0,614398.00,39306.00,3381,1021,30.0663,None,2.88553,None,3,2.1799,4,2.28553,-0.0226807,4mg110311,3143906
2003,0,490325.00,17897.00,3112,526,-0.201942,None,-0.544675,None,2,1.80189,4,2.37482,-0.00507204,4mg110311,3143906
2004,0,300825.00,13513.00,1374,1001,-0.386478,None,-0.244957,None,3,2.1495,4,2.34018,-0.000127931,4mg110311,3143906
2005,0,2082731.00,261051.00,29157,14293,5.9234,0.866815,18.3185,-0.403342,4,1.31188,15,2.53539,-0.0291744,4mg110311,3143906
2006,0,337683.00,404179.00,2296,17198,-0.837865,0.763883,0.548276,1.0908,3,1.13823,14,3.30688,-0.0756419,4mg110311,3143906
2007,0,583563.00,255118.00,9380,8949,0.728139,-0.0102453,-0.368799,0.453639,6,2.21114,13,3.21091,-0.0358603,4mg110311,3143906
2008,0,830865.00,439639.00,43039,14193,0.423779,0.111244,0.723277,0.896982,6,1.46475,12,1.78887,-0.0454876,4mg110311,3143906
2009,0,997617.00,72846.00,297394,1886,0.200697,0.270954,-0.834305,0.400654,5,2.24365,4,1.33865,-0.0140659,4mg110311,3143906
2010,0,1823646.00,33670.00,1434711,385,0.828002,-0.0262186,-0.537792,-0.336099,2,1.14305,4,1.56134,-0.00894614,4mg110311,3143906
2011,0,3254103.00,16905.00,4817265,150,0.784394,0.573202,-0.497921,-0.469985,1,1.0,2,1.27153,-0.00278178,4mg110311,3143906
2012,0,1337327.00,10097.00,284095,61,-0.589034,0.180402,-0.402721,-0.475808,2,1.38122,2,1.38122,-0.00255611,4mg110311,3143906
2013,0,2067998.00,30020.00,313164,320,0.546367,0.200063,1.97316,-0.415395,3,2.27347,4,2.28622,-0.00498322,4mg110311,3143906
2014,0,2059996.00,12472.00,374189,140,-0.00386944,0.15606,-0.584544,-0.297403,3,1.23928,4,1.25671,-0.00348175,4mg110311,3143906
2012,0,586073.00,None,9995,None,None,None,None,None,0,None,0,None,None,4mg110313,3148202
2000,0,None,81250.00,None,1086,None,None,None,None,2,1.14729,1,1.0,None,4mg110400,3100401
2001,0,None,95639.00,None,1321,None,None,0.177095,None,2,1.27799,1,1.0,None,4mg110400,3100401
2002,0,None,32250.00,None,431,None,None,-0.662794,None,2,1.67035,1,1.0,-0.00142186,4mg110400,3100401
2004,0,None,7800.00,None,174,None,None,None,None,1,1.0,1,1.0,-0.000324222,4mg110400,3100401
2008,0,None,768.00,None,6,None,None,None,None,1,1.0,1,1.0,-1.89309e-05,4mg110400,3100401
2009,0,None,3984.00,None,32,None,None,4.1875,-0.125731,1,1.0,1,1.0,-0.000105018,4mg110400,3100401
2010,0,None,7296.00,None,65,None,None,0.831325,None,2,1.82518,1,1.0,-0.000118455,4mg110400,3100401
2005,0,None,444.00,None,59,None,None,None,None,1,1.0,1,1.0,-2.70024e-07,4mg110402,3122702
2009,0,None,1738.00,None,370,None,None,None,None,1,1.0,4,2.71782,8.29026e-05,4mg110402,3122702
2010,0,9500.00,18907.00,2000,3155,None,None,9.8786,1.11762,2,1.08085,2,1.08085,0.000989122,4mg110402,3122702
2011,0,106952.00,None,34460,None,10.2581,None,None,None,0,None,0,None,None,4mg110402,3122702
2012,0,41843.00,None,10860,None,-0.608768,None,None,None,0,None,0,None,None,4mg110402,3122702
2013,0,169905.00,None,58301,None,3.06054,None,None,None,0,None,0,None,None,4mg110402,3122702
2014,0,78221.00,None,16511,None,-0.539619,None,None,None,0,None,0,None,None,4mg110402,3122702
2000,0,499002.00,None,337835,None,None,None,None,None,0,None,0,None,None,4mg110407,3152105
2001,0,508480.00,None,360039,None,0.0189939,None,None,None,0,None,0,None,None,4mg110407,3152105
2002,0,450793.00,None,321841,None,-0.11345,None,None,None,0,None,0,None,None,4mg110407,3152105
2003,0,550609.00,36663.00,520745,25017,0.221423,None,None,None,2,1.06368,2,1.06368,4.46438e-05,4mg110407,3152105
2004,0,597749.00,1329758.00,694880,814947,0.0856143,None,35.2698,None,10,6.67008,8,1.03437,0.000909047,4mg110407,3152105
2005,0,595771.00,3398053.00,584098,1698356,-0.00330908,0.0360851,1.55539,None,11,6.09842,7,1.11142,0.00222085,4mg110407,3152105
2006,0,719037.00,3082772.00,328536,1578961,0.206902,0.0717549,-0.0927828,None,11,7.07207,9,1.42789,0.00118861,4mg110407,3152105
2007,0,1431299.00,2152810.00,866040,1747505,0.990578,0.259942,-0.301664,None,15,7.67851,10,2.45216,0.00469404,4mg110407,3152105
2008,0,1967062.00,828604.00,1222614,433978,0.374319,0.290016,-0.615106,0.865623,7,3.19326,11,2.68229,-0.00209496,4mg110407,3152105
2009,0,2252127.00,33924.00,1664552,2740,0.144919,0.303811,-0.959059,-0.519883,2,1.15957,4,1.36262,0.00122402,4mg110407,3152105
2010,0,2589151.00,18181.00,1923442,1830,0.149647,0.341577,-0.464067,-0.648701,1,1.0,2,1.10333,0.000422332,4mg110407,3152105
2011,0,3287192.00,872211.00,1734440,355058,0.269602,0.355235,46.9738,-0.223152,3,1.75862,3,2.03938,0.000478497,4mg110407,3152105
2012,0,2266933.00,616113.00,1376242,275679,-0.310374,0.0963309,-0.293619,-0.22137,3,2.28373,2,1.94009,-0.000488543,4mg110407,3152105
2013,0,2409635.00,None,1273948,None,0.0629494,0.0414217,None,None,0,None,0,None,None,4mg110407,3152105
2014,0,2482660.00,None,1195297,None,0.0303054,0.0196823,None,None,0,None,0,None,None,4mg110407,3152105
2000,0,None,421541.00,None,201929,None,None,None,None,5,2.34586,1,1.0,None,4mg110408,3154002
2001,0,None,316890.00,None,167596,None,None,-0.248258,None,4,1.66271,2,1.09823,None,4mg110408,3154002
2002,0,None,349366.00,None,176774,None,None,0.102484,None,3,1.46929,1,1.0,-0.000377747,4mg110408,3154002
2003,0,None,476236.00,None,221783,None,None,0.363144,None,4,1.38722,3,1.03908,-0.00882785,4mg110408,3154002
2004,0,None,705352.00,None,279401,None,None,0.481098,None,3,1.20125,3,1.02083,-0.0102321,4mg110408,3154002
2005,0,None,827031.00,None,302596,None,None,0.172508,0.144291,2,1.03855,1,1.0,0.000183235,4mg110408,3154002
2006,0,None,768859.00,None,250349,None,None,-0.0703384,0.193954,2,1.11743,1,1.0,-0.00111615,4mg110408,3154002
2007,0,None,1191115.00,None,299527,None,None,0.549198,0.278011,2,1.07968,1,1.0,-0.00364072,4mg110408,3154002
