year,month,import_val,export_val,import_kg,export_kg,import_val_growth,import_val_growth_5,export_val_growth,export_val_growth_5,wld_diversity,wld_diversity_eff,hs_diversity,hs_diversity_eff,eci,bra_id,ibge_id
2012,0,6342594.00,310692442.00,503325,2147483647,-0.537374,0.565291,-0.405028,None,16,5.3655,1,1.0,-0.0179239,4mg030311,3155702
2013,0,6156857.00,341301895.00,436258,2147483647,-0.0292841,0.0660075,0.0985201,9.12973,14,4.91572,1,1.0,-0.0187794,4mg030311,3155702
2014,0,8389631.00,281616936.00,407322,2147483647,0.362648,0.465515,-0.174874,None,19,6.59189,1,1.0,-0.0194999,4mg030311,3155702
2000,0,2824092.00,34108154.00,255580,3568,None,None,None,None,3,1.00029,3,1.00029,None,4mg030312,3157203
2001,0,2723515.00,31594180.00,243425,12884,-0.0356139,None,-0.073706,None,2,1.04158,9,1.04481,None,4mg030312,3157203
2002,0,2081185.00,30677318.00,214428,9407,-0.235846,None,-0.02902,None,2,1.01216,2,1.01216,-0.145164,4mg030312,3157203
2003,0,2596167.00,40253264.00,231729,3654,0.247447,None,0.312151,None,2,1.00015,2,1.00015,-0.201468,4mg030312,3157203
2004,0,2966491.00,51822613.00,449108,3980,0.142643,None,0.287414,None,1,1.0,1,1.0,-0.210428,4mg030312,3157203
2005,0,3705942.00,29666934.00,456235,2078,0.249268,0.0558542,-0.427529,-0.027515,2,1.74254,1,1.0,-0.123486,4mg030312,3157203
2006,0,4461797.00,38390793.00,917837,1997,0.203958,0.103763,0.29406,0.0397382,1,1.0,1,1.0,-0.116673,4mg030312,3157203
2007,0,1241581.00,6902880.00,74628,331,-0.721731,-0.098153,-0.820194,-0.257934,1,1.0,1,1.0,-0.0168736,4mg030312,3157203
2008,0,134468.00,None,1587,None,-0.891696,-0.446832,None,None,0,None,0,None,None,4mg030312,3157203
2009,0,1440804.00,None,131019,None,9.71485,-0.134489,None,None,0,None,0,None,None,4mg030312,3157203
2010,0,2722702.00,None,156992,None,0.88971,-0.0597999,None,None,0,None,0,None,None,4mg030312,3157203
2011,0,10333763.00,None,1231487,None,2.79541,0.182905,None,None,0,None,0,None,None,4mg030312,3157203
2012,0,9145717.00,None,1261623,None,-0.114967,0.4909,None,None,0,None,0,None,None,4mg030312,3157203
2013,0,5331548.00,None,653174,None,-0.417044,1.0876,None,None,0,None,0,None,None,4mg030312,3157203
2014,0,3756721.00,None,1182746,None,-0.295379,0.21127,None,None,0,None,0,None,None,4mg030312,3157203
2000,0,None,3390303.00,None,220,None,None,None,None,2,1.05195,1,1.0,None,4mg030313,3158003
2013,0,20540.00,None,0,None,None,None,None,None,0,None,0,None,None,4mg030313,3158003
2000,0,None,20080.00,None,50000,None,None,None,None,2,2.0,1,1.0,None,4mg030314,3161007
2001,0,None,9941.00,None,7805,None,None,-0.50493,None,2,1.65209,1,1.0,None,4mg030314,3161007
2004,0,1532299.00,None,88700,None,None,None,None,None,0,None,0,None,None,4mg030315,3161908
2005,0,21215842.00,None,1889334,None,12.8458,None,None,None,0,None,0,None,None,4mg030315,3161908
2006,0,46636576.00,None,3983940,None,1.1982,None,None,None,0,None,0,None,None,4mg030315,3161908
2007,0,8280345.00,None,722709,None,-0.82245,None,None,None,0,None,0,None,None,4mg030315,3161908
2008,0,6759138.00,8590917.00,586885,228070225,-0.183713,None,None,None,1,1.0,1,1.0,-0.000673974,4mg030315,3161908
2009,0,11526104.00,None,1178205,None,0.705262,0.497159,None,None,0,None,0,None,None,4mg030315,3161908
2010,0,11398780.00,170153448.00,2251429,2147483647,-0.0110466,-0.11684,None,None,8,3.10414,1,1.0,-0.00960195,4mg030315,3161908
2011,0,13132856.00,2085051870.00,1336994,2147483647,0.152128,-0.223884,11.254,None,16,5.20436,1,1.0,-0.0829797,4mg030315,3161908
2012,0,18736836.00,1900534028.00,2362196,2147483647,0.426714,0.177415,-0.0884956,None,15,6.25154,1,1.0,-0.109642,4mg030315,3161908
2013,0,21082660.00,1941533790.00,2037048,2147483647,0.125199,0.255471,0.0215728,1.95679,15,6.5688,1,1.0,-0.106829,4mg030315,3161908
2014,0,17708408.00,1224875579.00,2315799,2147483647,-0.160049,0.089681,-0.36912,None,19,8.3087,1,1.0,-0.0848135,4mg030315,3161908
2011,0,None,505175.00,None,3025000,None,None,None,None,1,1.0,1,1.0,-0.0628671,4mg030317,3168309
2012,0,None,7000.00,None,25000,None,None,-0.986143,None,1,1.0,1,1.0,-0.000695177,4mg030317,3168309
2003,0,None,5.00,None,2,None,None,None,None,1,1.0,1,1.0,-1.60968e-07,4mg030400,3106408
2002,0,70749.00,None,13249,None,None,None,None,None,0,None,0,None,None,4mg030403,3132206
2003,0,115038.00,410.00,17044,7,0.626002,None,None,None,1,1.0,1,1.0,0.00011378,4mg030403,3132206
2004,0,58200.00,807.00,10792,10,-0.49408,None,0.968293,None,1,1.0,1,1.0,0.000275586,4mg030403,3132206
2005,0,8500.00,None,25000,None,-0.853952,None,None,None,0,None,0,None,None,4mg030403,3132206
2006,0,22000.00,None,22,None,1.58824,None,None,None,0,None,0,None,None,4mg030403,3132206
2009,0,13341.00,None,295,None,None,-0.255177,None,None,0,None,0,None,None,4mg030403,3132206
2010,0,44108.00,None,6189,None,2.3062,0.390016,None,None,0,None,0,None,None,4mg030403,3132206
2011,0,6600.00,None,71,None,-0.850367,-0.213997,None,None,0,None,0,None,None,4mg030403,3132206
2013,0,228902.00,None,7555,None,None,None,None,None,0,None,0,None,None,4mg030403,3132206
2000,0,78137.00,2796632.00,10830,9725877,None,None,None,None,7,2.52061,4,2.14231,None,4mg030404,3133709
2001,0,75302.00,2480674.00,9730,8557302,-0.0362824,None,-0.112978,None,6,2.13359,4,2.30689,None,4mg030404,3133709
2002,0,69642.00,329312.00,15410,289982,-0.075164,None,-0.867249,None,4,2.74673,5,2.116,1.19118,4mg030404,3133709
2003,0,17853.00,627172.00,160,126424,-0.743646,None,0.904492,None,6,3.1251,4,1.05296,-0.0113869,4mg030404,3133709
2004,0,18165.00,363064.00,1722,128859,0.0174761,None,-0.421109,None,4,2.67379,3,1.61762,0.00113181,4mg030404,3133709
2005,0,79992.00,511929.00,58807,39813,3.40363,0.00470361,0.410024,-0.287943,6,4.19134,4,1.68548,-0.00584414,4mg030404,3133709
2006,0,109937.00,842931.00,260170,254800,0.37435,0.0786175,0.646578,-0.194168,7,4.52659,10,2.12562,-0.0370779,4mg030404,3133709
2007,0,881677.00,95474.00,1116004,30310,7.01984,0.661451,-0.886736,-0.219352,4,3.03554,13,5.69411,-0.0198013,4mg030404,3133709
2008,0,1431985.00,76329699.00,1682150,1075989700,0.624161,1.40351,798.482,1.61253,5,2.49667,2,1.00166,-0.00621231,4mg030404,3133709
2009,0,478889.00,54348314.00,1407360,964009000,-0.665577,0.923977,-0.287979,1.72296,3,2.19583,1,1.0,-0.00474972,4mg030404,3133709
2010,0,827538.00,137729644.00,1297332,1417980650,0.728037,0.595689,1.5342,2.06171,4,2.27545,1,1.0,-0.00777224,4mg030404,3133709
2011,0,11526134.00,177636868.00,2207386,1428799000,12.9282,1.53576,0.28975,1.91574,1,1.0,1,1.0,-0.00706949,4mg030404,3133709
2012,0,15246102.00,126248643.00,2271570,1500690490,0.322742,0.768357,-0.289288,3.20987,1,1.0,1,1.0,-0.00728332,4mg030404,3133709
2013,0,7222343.00,34481818.00,2263473,331052000,-0.526283,0.382127,-0.726874,-0.14694,1,1.0,1,1.0,-0.00189729,4mg030404,3133709
2014,0,10257983.00,77824716.00,2527058,848847250,0.420312,0.845718,1.25698,0.0744502,2,1.00007,1,1.0,-0.00538878,4mg030404,3133709
2008,0,54190.00,None,5121,None,None,None,None,None,0,None,0,None,None,4mg030405,3135407
2009,0,49363133.00,None,19132231,None,909.927,None,None,None,0,None,0,None,None,4mg030405,3135407
2010,0,74187617.00,None,11908583,None,0.502895,None,None,None,0,None,0,None,None,4mg030405,3135407
2011,0,460648604.00,10608471.00,34544346,4489044,5.20924,None,None,None,3,2.55999,1,1.0,0.0231088,4mg030405,3135407
2012,0,78988137.00,141992277.00,8989214,62136055,-0.828528,None,12.3848,None,24,11.1249,1,1.0,0.21519,4mg030405,3135407
2013,0,142011680.00,430989083.00,25291258,190351775,0.797886,3.82704,2.0353,None,17,7.9555,4,1.00279,0.447975,4mg030405,3135407
2014,0,78867416.00,528561404.00,12281939,223087769,-0.444641,0.0982444,0.226392,None,23,8.57848,4,1.00157,0.39515,4mg030405,3135407
2011,0,3262.00,None,104,None,None,None,None,None,0,None,0,None,None,4mg030406,3142304
2012,0,1509.00,None,54,None,-0.5374,None,None,None,0,None,0,None,None,4mg030406,3142304
2008,0,7585.00,None,100,None,None,None,None,None,0,None,0,None,None,4mg030407,3150406
2000,0,6552783.00,6555967.00,497247,39263819,None,None,None,None,5,2.36725,4,1.85186,None,4mg030501,3131901
2001,0,4409960.00,5733269.00,488327,43269298,-0.32701,None,-0.125488,None,10,2.45961,8,1.85173,None,4mg030501,3131901
2002,0,3566418.00,6838497.00,358316,60433778,-0.191281,None,0.192774,None,8,1.1477,11,1.2447,0.385872,4mg030501,3131901
2003,0,8442190.00,8604826.00,752585,60184639,1.36713,None,0.258292,None,13,4.63788,13,1.95152,0.617378,4mg030501,3131901
2004,0,13101897.00,11892212.00,1555377,40367701,0.551955,None,0.38204,None,9,3.45179,16,2.15581,1.1744,4mg030501,3131901
2005,0,10631970.00,24847573.00,1121307,80081462,-0.188517,0.101635,1.0894,0.305357,9,3.63895,7,1.76903,0.457619,4mg030501,3131901
2006,0,17111502.00,30153838.00,2951586,74463935,0.609439,0.311507,0.213553,0.39376,8,4.85772,6,2.80503,1.19219,4mg030501,3131901
2007,0,11041363.00,26841077.00,833859,78633574,-0.35474,0.253597,-0.109862,0.314522,9,5.12533,5,1.45252,0.611658,4mg030501,3131901
2008,0,19196099.00,56758483.00,2112789,89297389,0.738562,0.17856,1.11461,0.458336,18,10.2955,9,3.42539,0.329539,4mg030501,3131901
2009,0,12486309.00,67479394.00,1323397,13546332,-0.349539,-0.00957868,0.188886,0.415082,6,1.97333,5,1.51059,0.761408,4mg030501,3131901
2010,0,28216944.00,323133193.00,3772900,2147483647,1.25983,0.215568,3.78862,0.670396,21,5.11261,13,1.8961,0.115304,4mg030501,3131901
2011,0,37303173.00,1488846952.00,3698149,2147483647,0.322013,0.168669,3.60753,1.18123,21,3.56886,5,1.31057,0.523914,4mg030501,3131901
2012,0,28073306.00,930415177.00,2842226,2147483647,-0.247428,0.205186,-0.375077,1.03224,18,2.41014,4,1.2266,0.0523694,4mg030501,3131901
2013,0,27581863.00,1144321792.00,2119861,2147483647,-0.0175057,0.0751823,0.229904,0.82349,16,2.55538,6,1.12833,-0.0707003,4mg030501,3131901
2014,0,43838174.00,967017074.00,2775752,2147483647,0.589384,0.285534,-0.154943,0.703149,18,1.99186,7,1.1054,-0.0795512,4mg030501,3131901
2000,0,4108368.00,235348.00,3387754,838230,None,None,None,None,5,3.28162,5,1.46253,None,4mg030502,3140001
2001,0,2602885.00,151180.00,1676784,387132,-0.366443,None,-0.357632,None,5,2.57084,6,1.29128,None,4mg030502,3140001
2002,0,2262420.00,302763.00,1212570,1039773,-0.130803,None,1.00267,None,6,3.42721,3,1.17257,-0.00119271,4mg030502,3140001
2003,0,21726564.00,383995.00,2677935,1075999,8.60324,None,0.268302,None,5,3.48874,1,1.0,-0.001445,4mg030502,3140001
2004,0,28544501.00,1195426.00,4898508,3268570,0.313807,None,2.11313,None,7,3.44843,2,1.02546,-0.00256438,4mg030502,3140001
2005,0,29083498.00,1643082.00,4547975,2863597,0.0188827,0.479093,0.374474,0.474992,8,2.95971,3,1.81795,-0.001351,4mg030502,3140001
2006,0,40885401.00,2721608.00,14062720,4344792,0.405794,0.734693,0.656404,0.782651,8,2.99574,3,1.64805,0.00529821,4mg030502,3140001
2007,0,40134065.00,1732386.00,10355404,3067560,-0.0183766,0.777412,-0.36347,0.417452,7,3.45197,2,1.0085,-0.00170155,4mg030502,3140001
2008,0,20804684.00,702518.00,6482483,1226269,-0.48162,-0.00863401,-0.59448,0.128409,6,4.34233,1,1.0,-0.000796737,4mg030502,3140001
2009,0,27061538.00,783269.00,6578367,1142384,0.300743,-0.0106134,0.114945,-0.0810801,7,4.1524,1,1.0,-0.000869689,4mg030502,3140001
2010,0,32451095.00,85945792.00,17296606,1378178340,0.199159,0.0221545,108.727,1.20655,14,4.70495,3,1.09893,-0.0074534,4mg030502,3140001
2011,0,69919561.00,1091810891.00,19429656,2147483647,1.15461,0.113284,11.7035,2.31638,18,5.27042,2,1.0124,-0.0433789,4mg030502,3140001
2012,0,60014898.00,906658527.00,16489424,2147483647,-0.141658,0.0838001,-0.169583,2.49752,19,5.82538,2,1.01286,-0.0522145,4mg030502,3140001
2013,0,91231364.00,1089274750.00,22410480,2147483647,0.520145,0.343992,0.201417,3.34606,17,5.76351,3,1.00869,-0.0598694,4mg030502,3140001
2014,0,142987574.00,793788976.00,37975897,2147483647,0.567307,0.395048,-0.271268,2.99171,19,7.35154,3,1.00713,-0.0549155,4mg030502,3140001
2000,0,5050594.00,47219257.00,3605299,376257073,None,None,None,None,23,10.9728,13,3.33007,None,4mg030503,3146107
2001,0,9672222.00,32032569.00,22905828,700125438,0.915066,None,-0.321621,None,23,14.2466,15,3.70266,None,4mg030503,3146107
2002,0,9518876.00,117426524.00,20213185,2147483647,-0.0158543,None,2.66585,None,27,5.18582,22,1.93212,-0.0598863,4mg030503,3146107
2003,0,15638258.00,160176354.00,24070173,2147483647,0.642868,None,0.364056,None,26,10.2452,18,2.24571,-0.0680214,4mg030503,3146107
2004,0,10749252.00,322430876.00,33689772,2147483647,-0.312631,None,1.01297,None,33,10.8667,19,1.86948,-0.070102,4mg030503,3146107
2005,0,19428306.00,472451639.00,40320137,2147483647,0.80741,0.309238,0.46528,0.585067,32,6.76852,37,1.53612,-0.0850802,4mg030503,3146107
2006,0,13214152.00,558835083.00,5580222,2147483647,-0.319851,0.0643945,0.182841,0.771489,26,3.75726,15,1.48343,-0.0538868,4mg030503,3146107
2007,0,12294573.00,1295571349.00,31796561,2147483647,-0.0695905,0.0525084,1.31834,0.616363,34,5.19957,15,1.2065,-0.107099,4mg030503,3146107
2008,0,19803644.00,2996320824.00,29607184,2147483647,0.610763,0.0483622,1.31274,0.796379,53,6.3988,16,1.1137,-0.244593,4mg030503,3146107
2009,0,10402483.00,2363397415.00,16413232,2147483647,-0.474719,-0.00653687,-0.211234,0.48943,31,1.68258,11,1.01091,-0.206303,4mg030503,3146107
2010,0,23917547.00,3976718956.00,43148813,2147483647,1.29922,0.0424527,0.682628,0.531206,24,2.74372,12,1.04837,-0.222646,4mg030503,3146107
2011,0,78940811.00,2572594956.00,47701257,2147483647,2.30054,0.429725,-0.353086,0.357118,29,4.53124,9,1.08651,-0.115208,4mg030503,3146107
2012,0,76931304.00,1996886278.00,27583387,2147483647,-0.0254559,0.443039,-0.223785,0.0903813,27,4.77516,10,1.07682,-0.106644,4mg030503,3146107
2013,0,109255060.00,2194737585.00,9654031,2147483647,0.420164,0.407146,0.0990799,-0.0603657,27,5.3961,13,1.11387,-0.112476,4mg030503,3146107
2014,0,8158634.00,2109347444.00,2876180,2147483647,-0.925325,-0.0474318,-0.0389068,-0.0224876,31,5.69855,8,1.04629,-0.130714,4mg030503,3146107
2005,0,19526.00,9490.00,361,47,None,None,None,None,1,1.0,1,1.0,-6.73613e-05,4mg030600,3126000
2006,0,9548.00,None,154,None,-0.511011,None,None,None,0,None,0,None,None,4mg030600,3126000
2007,0,27207.00,None,611,None,1.8495,None,None,None,0,None,0,None,None,4mg030600,3126000
2008,0,36035.00,1458.00,633,92,0.324475,None,None,None,1,1.0,2,1.50646,8.89601e-06,4mg030600,3126000
2009,0,128.00,157.00,1,0,-0.996448,None,-0.892318,None,1,1.0,1,1.0,3.4401e-06,4mg030600,3126000
2010,0,6821.00,None,65,None,52.2891,-0.189698,None,None,0,None,0,None,None,4mg030600,3126000
2014,0,None,7324.00,None,106,None,None,None,1.1566,2,1.72081,2,1.72081,-0.0429305,4mg030600,3126000
2000,0,3124917.00,20266819.00,400518,154919232,None,None,None,None,12,2.99135,6,1.21001,None,4mg030602,3147105
2001,0,622134.00,14543198.00,175242,122768851,-0.800912,None,-0.282413,None,15,3.64975,7,1.20677,None,4mg030602,3147105
2002,0,801325.00,14134565.00,214098,118577762,0.288026,None,-0.0280979,None,13,2.89903,6,1.21577,-0.363648,4mg030602,3147105
2003,0,473226.00,22805165.00,2086789,166495036,-0.409446,None,0.613432,None,13,3.47203,8,1.17437,-0.260558,4mg030602,3147105
2004,0,687680.00,59222691.00,153497,272919933,0.453175,None,1.5969,None,21,5.91306,10,1.12697,-0.301899,4mg030602,3147105
2005,0,4751425.00,77270581.00,1690393,293975402,5.90935,0.0874194,0.304746,0.30691,23,5.55584,11,1.10126,-0.322048,4mg030602,3147105
2006,0,11176530.00,50967315.00,10889904,190256315,1.35225,0.781905,-0.340405,0.285069,21,4.84256,8,1.19801,-0.279768,4mg030602,3147105
2007,0,12403922.00,69149684.00,5603607,210528056,0.109819,0.729617,0.356746,0.373731,16,5.80757,11,1.34309,-0.342439,4mg030602,3147105
2008,0,22490576.00,94421937.00,15510145,173565311,0.813183,1.16464,0.365472,0.328642,21,8.53967,9,1.57093,-0.228105,4mg030602,3147105
2009,0,17116083.00,35077886.00,20818984,85324547,-0.238966,0.90197,-0.628499,-0.0994475,16,4.74484,9,2.41191,-0.606474,4mg030602,3147105
2010,0,34463567.00,23080248.00,24258696,45519888,1.01352,0.486303,-0.342029,-0.214683,17,6.46583,11,2.93666,-0.882219,4mg030602,3147105
2011,0,27138870.00,40479004.00,12721286,76837320,-0.212535,0.194145,0.753837,-0.0450347,22,6.59443,9,3.09949,-0.682638,4mg030602,3147105
2012,0,33379375.00,46107504.00,10266491,84945896,0.229947,0.218944,0.139047,-0.0778612,25,6.59415,7,1.80177,-0.385204,4mg030602,3147105
2013,0,34752796.00,22109978.00,11104792,44024791,0.0411458,0.0909324,-0.520469,-0.251997,25,8.73941,15,2.32645,-0.00628229,4mg030602,3147105
2014,0,23752993.00,43550620.00,8030582,95123491,-0.316516,0.0677333,0.969727,0.0442204,20,9.20509,9,1.94894,-0.131384,4mg030602,3147105
2002,0,None,333450.00,None,2470000,None,None,None,None,1,1.0,1,1.0,-7.56075e-05,4mg030603,3151404
2003,0,77183.00,None,406500,None,None,None,None,None,0,None,0,None,None,4mg030603,3151404
2004,0,65091.00,20565312.00,834500,104007000,-0.156667,None,None,None,7,3.4611,1,1.0,-0.00830546,4mg030603,3151404
2005,0,75912.00,50607867.00,982000,199207000,0.166244,None,1.46084,None,6,1.6926,1,1.0,-0.00562884,4mg030603,3151404
2006,0,8550.00,32085704.00,114000,126951035,-0.88737,None,-0.365994,None,7,2.7584,2,1.00028,-0.0169264,4mg030603,3151404
2007,0,147100.00,36077752.00,33950,115577000,16.2047,None,0.124418,1.55177,7,3.61512,1,1.0,-0.00888426,4mg030603,3151404
2008,0,None,32054575.00,None,57096000,None,None,-0.111514,None,6,3.72898,1,1.0,-0.000893583,4mg030603,3151404
2009,0,None,9682503.00,None,18962000,None,None,-0.697937,-0.139857,5,2.41223,1,1.0,-0.0100204,4mg030603,3151404
2010,0,None,6811455.00,None,14229000,None,None,-0.296519,-0.330417,3,1.38353,1,1.0,-0.00109458,4mg030603,3151404
2011,0,4812.00,5662571.00,29,9871000,None,-0.108601,-0.168669,-0.293129,6,3.1354,1,1.0,-0.00300206,4mg030603,3151404
2012,0,179444.00,1368186.00,33000,2592000,36.2909,0.0405507,-0.758381,-0.480266,3,1.36804,1,1.0,-0.000892644,4mg030603,3151404
2013,0,95542.00,None,18004,None,-0.467566,None,None,None,0,None,0,None,None,4mg030603,3151404
2014,0,11027.00,None,452,None,-0.884585,None,None,None,0,None,0,None,None,4mg030603,3151404
2008,0,4079.00,None,116,None,None,None,None,None,0,None,0,None,None,4mg030701,3105004
2010,0,898111.00,None,242169,None,None,None,None,None,0,None,0,None,None,4mg030701,3105004
2011,0,434798.00,None,39725,None,-0.515875,None,None,None,0,None,0,None,None,4mg030701,3105004
2013,0,309934.00,None,335196,None,None,1.37762,None,None,0,None,0,None,None,4mg030701,3105004
2000,0,476764.00,204695.00,429670,51874,None,None,None,None,3,1.91307,1,1.0,None,4mg030702,3109600
2001,0,9614.00,1832619.00,321,194845,-0.979835,None,7.95293,None,12,4.48177,7,2.27677,None,4mg030702,3109600
2002,0,24547.00,1173279.00,1959,128856,1.55326,None,-0.35978,None,15,4.05517,7,3.50612,-0.0993263,4mg030702,3109600
2003,0,28289.00,1347288.00,207,183191,0.152442,None,0.14831,None,16,5.89026,9,3.04732,-0.0863921,4mg030702,3109600
2004,0,None,1607573.00,None,267652,None,None,0.193192,None,15,6.67235,10,4.06375,-0.0684685,4mg030702,3109600
2005,0,3896.00,1056403.00,14,250340,None,-0.617648,-0.342858,0.388496,7,3.22485,11,2.93966,-0.0309474,4mg030702,3109600
2006,0,3680.00,1242818.00,107,244278,-0.0554415,-0.174744,0.176462,-0.074733,6,1.49366,6,1.5211,-0.0111546,4mg030702,3109600
2007,0,53064.00,1421527.00,1101,219769,13.4196,0.166703,0.143793,0.0391321,5,1.17191,4,1.81063,-0.00178317,4mg030702,3109600
2008,0,None,406009.00,None,61595,None,None,-0.714385,-0.213289,4,2.56116,5,3.11144,-0.00383715,4mg030702,3109600
2009,0,784.00,30048.00,2,4006,None,None,-0.925992,-0.548842,1,1.0,2,1.84179,0.0,4mg030702,3109600
2010,0,1225.00,None,5,None,0.5625,-0.206579,None,None,0,None,0,None,None,4mg030702,3109600
2011,0,2709.00,None,12,None,1.21143,-0.0594276,None,None,0,None,0,None,None,4mg030702,3109600
2000,0,987839.00,None,441526,None,None,None,None,None,0,None,0,None,None,4mg030703,3109907
2001,0,1731712.00,None,826642,None,0.753031,None,None,None,0,None,0,None,None,4mg030703,3109907
2002,0,1620615.00,None,1548103,None,-0.0641544,None,None,None,0,None,0,None,None,4mg030703,3109907
2003,0,1386523.00,None,652478,None,-0.144446,None,None,None,0,None,0,None,None,4mg030703,3109907
2004,0,488460.00,None,323304,None,-0.647709,None,None,None,0,None,0,None,None,4mg030703,3109907
2005,0,922097.00,None,571190,None,0.887764,-0.0136794,None,None,0,None,0,None,None,4mg030703,3109907
2006,0,1052289.00,None,646214,None,0.141191,-0.0948264,None,None,0,None,0,None,None,4mg030703,3109907
2007,0,857059.00,133687.00,151660,396894,-0.185529,-0.119628,None,None,7,6.44552,1,1.0,0.00025284,4mg030703,3109907
2008,0,1414147.00,30094.00,464314,79217,0.65,0.00395326,-0.774892,None,1,1.0,1,1.0,1.3898e-05,4mg030703,3109907
2009,0,150736.00,None,43681,None,-0.893409,-0.209544,None,None,0,None,0,None,None,4mg030703,3109907
2010,0,859168.00,None,259785,None,4.69982,-0.0140377,None,None,0,None,0,None,None,4mg030703,3109907
2011,0,77445.00,93065.00,181,10623,-0.90986,-0.406567,None,None,1,1.0,1,1.0,-0.00107221,4mg030703,3109907
2012,0,101771.00,None,240,None,0.314107,-0.346986,None,None,0,None,0,None,None,4mg030703,3109907
2013,0,1007589.00,None,55338,None,8.90055,-0.0655463,None,None,0,None,0,None,None,4mg030703,3109907
2014,0,554067.00,None,16896,None,-0.450106,0.297386,None,None,0,None,0,None,None,4mg030703,3109907
2000,0,43200.00,177837.00,72000,15060,None,None,None,None,1,1.0,2,1.06144,None,4mg030704,3112505
2001,0,158400.00,None,264000,None,2.66667,None,None,None,0,None,0,None,None,4mg030704,3112505
2002,0,None,4050.00,None,8100,None,None,None,None,1,1.0,1,1.0,-0.000194024,4mg030706,3126406
2003,0,None,41935.00,None,129060,None,None,9.35432,None,1,1.0,1,1.0,-0.00120023,4mg030706,3126406
2004,0,None,16025.00,None,43512,None,None,-0.617861,None,1,1.0,1,1.0,-0.000323191,4mg030706,3126406
2005,0,None,9139.00,None,20304,None,None,-0.429704,None,1,1.0,1,1.0,-0.000249381,4mg030706,3126406
2006,0,None,11758.00,None,24255,None,None,0.286574,None,1,1.0,1,1.0,-0.000226444,4mg030706,3126406
2012,0,None,231908.00,None,473848,None,None,None,None,1,1.0,2,1.07769,-0.087286,4mg030707,3127206
2013,0,None,95766.00,None,182645,None,None,-0.587052,None,1,1.0,2,1.06493,-0.0357765,4mg030707,3127206
2014,0,None,180787.00,None,360512,None,None,0.887799,None,1,1.0,2,1.07285,-0.0333369,4mg030707,3127206
2000,0,51283.00,2400.00,1134,28,None,None,None,None,1,1.0,1,1.0,None,4mg030708,3131000
2001,0,256383.00,None,45257,None,3.99938,None,None,None,0,None,0,None,None,4mg030708,3131000
2002,0,28302.00,None,5,None,-0.88961,None,None,None,0,None,0,None,None,4mg030708,3131000
2003,0,16250.00,None,852,None,-0.425836,None,None,None,0,None,0,None,None,4mg030708,3131000
2004,0,52022.00,None,5,None,2.20135,None,None,None,0,None,0,None,None,4mg030708,3131000
2005,0,104500.00,None,42,None,1.00877,0.152998,None,None,0,None,0,None,None,4mg030708,3131000
2006,0,40900.00,None,5,None,-0.608612,-0.307265,None,None,0,None,0,None,None,4mg030708,3131000
2008,0,22678.00,None,1500,None,None,0.0689325,None,None,0,None,0,None,None,4mg030708,3131000
2010,0,1075000.00,None,6477,None,None,0.59389,None,None,0,None,0,None,None,4mg030708,3131000
2011,0,500.00,None,80,None,-0.999535,-0.585572,None,None,0,None,0,None,None,4mg030708,3131000
2000,0,None,507795.00,None,123300,None,None,None,None,2,1.47034,1,1.0,None,4mg030709,3134608
2001,0,None,370672.00,None,103500,None,None,-0.270036,None,2,1.9905,1,1.0,None,4mg030709,3134608
2002,0,None,403464.00,None,120600,None,None,0.0884664,None,2,1.82035,1,1.0,-0.000718614,4mg030709,3134608
2003,0,None,496650.00,None,160200,None,None,0.230965,None,3,2.8351,1,1.0,-0.000848786,4mg030709,3134608
2004,0,None,410195.00,None,147861,None,None,-0.174076,None,5,2.79838,2,1.1041,-0.000563141,4mg030709,3134608
2005,0,None,778142.00,None,259800,None,None,0.897005,0.0891159,2,1.60783,1,1.0,-0.000679324,4mg030709,3134608
2006,0,None,881958.00,None,307228,None,None,0.133415,0.189301,4,2.12237,5,1.00596,-0.000683999,4mg030709,3134608
2007,0,None,771435.00,None,232500,None,None,-0.125315,0.138411,5,4.19515,1,1.0,-0.00046465,4mg030709,3134608
2008,0,None,61136.00,None,13800,None,None,-0.92075,-0.342267,1,1.0,1,1.0,-3.0768e-05,4mg030709,3134608
2000,0,None,1648.00,None,21,None,None,None,None,1,1.0,2,1.999,None,4mg030711,3139706
2003,0,None,2150.00,None,44160,None,None,None,None,1,1.0,2,1.99689,-1.7096e-05,4mg030711,3139706
2004,0,None,14568.00,None,301300,None,None,5.77581,None,1,1.0,1,1.0,-0.000115571,4mg030711,3139706
2005,0,None,9627.00,None,142081,None,None,-0.339168,0.423334,2,1.8308,3,1.0255,-3.45299e-05,4mg030711,3139706
2006,0,None,14261.00,None,196150,None,None,0.481355,None,1,1.0,1,1.0,1.45997e-05,4mg030711,3139706
2007,0,448596.00,24576.00,2021,316500,None,None,0.723301,None,2,1.93534,1,1.0,4.64802e-05,4mg030711,3139706
2008,0,436202.00,6625415.00,882,13082500,-0.0276284,None,268.589,3.98603,4,1.99147,1,1.0,-0.000184696,4mg030711,3139706
2009,0,2402.00,3737450.00,1004,13683000,-0.994493,None,-0.435892,2.03274,5,4.57222,1,1.0,-0.00386788,4mg030711,3139706
2010,0,None,7336684.00,None,14481000,None,None,0.963019,2.77052,4,3.67437,1,1.0,-0.00117898,4mg030711,3139706
2011,0,None,7095543.00,None,14621000,None,None,-0.0328678,2.46232,4,2.91884,1,1.0,-0.00376176,4mg030711,3139706
