year,age,classes,enrolled,enrolled_growth,enrolled_growth_5,bra_id,num_schools,ibge_id
2011,13.3481,35,905,0.115906,None,4mg040106,4,3144375
2012,12.7139,33,804,-0.111602,-0.017679,4mg040106,4,3144375
2013,12.5,33,828,0.03,0.01,4mg040106,4,3144375
2014,12.75,34,839,0.01,0.01,4mg040106,4,3144375
2007,12.6991,596,17656,None,None,4mg040107,33,3170404
2008,12.84,617,17623,-0.00186905,None,4mg040107,33,3170404
2009,12.8481,634,17177,-0.0253078,None,4mg040107,33,3170404
2010,13.1194,609,16889,-0.0167666,None,4mg040107,33,3170404
2011,12.9725,579,16387,-0.0297235,None,4mg040107,32,3170404
2012,13.0131,559,16012,-0.022884,-0.0193576,4mg040107,32,3170404
2013,12.83,555,15557,-0.03,-0.02,4mg040107,32,3170404
2014,12.81,574,15629,0.0,-0.02,4mg040107,33,3170404
2007,13.7655,46,1113,None,None,4mg040108,3,3170479
2008,13.3299,45,1076,-0.0332435,None,4mg040108,3,3170479
2009,13.7304,46,983,-0.0864312,None,4mg040108,3,3170479
2010,12.686,44,914,-0.0701933,None,4mg040108,3,3170479
2011,12.826,42,885,-0.0317287,None,4mg040108,3,3170479
2012,12.5514,40,807,-0.0881356,-0.0622746,4mg040108,3,3170479
2013,12.5,39,770,-0.05,-0.06,4mg040108,3,3170479
2014,12.36,41,783,0.02,-0.04,4mg040108,3,3170479
2007,15.4151,516,13244,None,None,4mg050000,41,3107307
2008,15.011,522,12477,-0.057913,None,4mg050000,40,3107307
2009,13.8648,485,11586,-0.0714114,None,4mg050000,41,3107307
2010,13.9734,460,11461,-0.0107889,None,4mg050000,38,3107307
2011,14.4218,474,11807,0.0301893,None,4mg050000,37,3107307
2012,14.2243,471,11540,-0.0226137,-0.0271692,4mg050000,36,3107307
2013,14.04,459,10972,-0.05,-0.03,4mg050000,35,3107307
2014,13.55,447,10670,-0.03,-0.02,4mg050000,35,3107307
2007,12.6932,66,1796,None,None,4mg050001,4,3123809
2008,12.9023,64,1750,-0.0256125,None,4mg050001,4,3123809
2009,12.8313,63,1660,-0.0514286,None,4mg050001,4,3123809
2010,12.8347,59,1579,-0.0487952,None,4mg050001,4,3123809
2011,12.8435,60,1514,-0.0411653,None,4mg050001,4,3123809
2012,12.67,51,1391,-0.0812417,-0.0498238,4mg050001,4,3123809
2013,13.21,54,1444,0.04,-0.04,4mg050001,4,3123809
2014,13.07,53,1405,-0.03,-0.03,4mg050001,4,3123809
2007,11.8797,58,1305,None,None,4mg050002,4,3126604
2008,12.2589,47,1178,-0.097318,None,4mg050002,4,3126604
2009,12.5576,50,1155,-0.0195246,None,4mg050002,4,3126604
2010,12.3757,52,1134,-0.0181818,None,4mg050002,4,3126604
2011,12.2189,47,1037,-0.0855379,None,4mg050002,4,3126604
2012,12.5479,44,1044,0.00675024,-0.0436475,4mg050002,4,3126604
2013,12.65,43,1006,-0.04,-0.03,4mg050002,4,3126604
2014,12.64,42,996,-0.01,-0.03,4mg050002,4,3126604
2007,13.4473,47,1310,None,None,4mg050003,7,3128253
2008,13.4544,47,1239,-0.0541985,None,4mg050003,7,3128253
2009,12.8342,48,1158,-0.0653753,None,4mg050003,7,3128253
2010,12.5186,45,1078,-0.0690846,None,4mg050003,7,3128253
2011,12.6872,45,1039,-0.0361781,None,4mg050003,7,3128253
2012,12.4161,43,954,-0.0818094,-0.0614543,4mg050003,7,3128253
2013,13.08,44,1018,0.07,-0.04,4mg050003,7,3128253
2014,12.49,41,963,-0.05,-0.04,4mg050003,7,3128253
2007,12.657,59,1379,None,None,4mg050004,9,3145455
2008,12.4913,60,1380,0.000725163,None,4mg050004,9,3145455
2009,12.5492,59,1353,-0.0195652,None,4mg050004,9,3145455
2010,12.5272,60,1381,0.0206948,None,4mg050004,9,3145455
2011,12.7741,64,1359,-0.0159305,None,4mg050004,9,3145455
2012,12.5427,61,1288,-0.0522443,-0.0135608,4mg050004,10,3145455
2013,12.42,55,1257,-0.02,-0.02,4mg050004,10,3145455
2014,12.27,55,1241,-0.01,-0.02,4mg050004,10,3145455
2007,12.7662,103,2109,None,None,4mg050100,19,3108503
2008,12.8921,105,2123,0.00663822,None,4mg050100,19,3108503
2009,12.7508,100,1982,-0.0664155,None,4mg050100,19,3108503
2010,12.7563,98,1756,-0.114026,None,4mg050100,19,3108503
2011,12.6538,89,1687,-0.0392938,None,4mg050100,17,3108503
2012,13.0793,75,1640,-0.0278601,-0.0490593,4mg050100,16,3108503
2013,12.79,76,1579,-0.04,-0.06,4mg050100,13,3108503
2014,12.59,74,1524,-0.03,-0.05,4mg050100,13,3108503
2007,11.9836,77,1704,None,None,4mg050101,13,3120300
2008,12.212,80,1745,0.024061,None,4mg050101,13,3120300
2009,12.1225,77,1714,-0.017765,None,4mg050101,12,3120300
2010,12.3095,79,1706,-0.00466744,None,4mg050101,12,3120300
2011,13.6668,84,1855,0.0873388,None,4mg050101,12,3120300
2012,13.4329,82,1744,-0.0598383,0.00465136,4mg050101,10,3120300
2013,12.79,87,1761,0.01,0.0,4mg050101,10,3120300
2014,13.11,79,1664,-0.06,-0.01,4mg050101,10,3120300
2007,12.6411,277,3742,None,None,4mg050102,28,3127800
2008,12.581,254,3835,0.024853,None,4mg050102,28,3127800
2009,12.6395,167,3742,-0.0242503,None,4mg050102,25,3127800
2010,12.7797,172,3699,-0.0114912,None,4mg050102,25,3127800
2011,12.835,172,3605,-0.0254123,None,4mg050102,23,3127800
2012,13.0668,167,3547,-0.0160888,-0.0106465,4mg050102,24,3127800
2013,12.89,169,3467,-0.02,-0.02,4mg050102,24,3127800
2014,12.71,155,3394,-0.02,-0.02,4mg050102,23,3127800
2007,12.5947,65,1177,None,None,4mg050103,15,3132008
2008,12.6391,64,1136,-0.0348343,None,4mg050103,15,3132008
2009,12.4767,61,1074,-0.0545775,None,4mg050103,15,3132008
2010,13.081,69,1062,-0.0111732,None,4mg050103,15,3132008
2011,13.2176,66,1020,-0.039548,None,4mg050103,14,3132008
2012,13.1198,56,968,-0.0509804,-0.0383439,4mg050103,14,3132008
2013,13.18,57,918,-0.05,-0.04,4mg050103,13,3132008
2014,13.11,55,854,-0.07,-0.04,4mg050103,12,3132008
2007,12.6633,59,1402,None,None,4mg050104,19,3136579
2008,12.4807,62,1344,-0.0413695,None,4mg050104,18,3136579
2009,13.3856,62,1320,-0.0178571,None,4mg050104,18,3136579
2010,13.1357,60,1260,-0.0454545,None,4mg050104,17,3136579
2011,12.5242,56,1158,-0.0809524,None,4mg050104,17,3136579
2012,12.4693,52,1157,-0.000863558,-0.0376854,4mg050104,17,3136579
2013,12.73,54,1173,0.01,-0.03,4mg050104,17,3136579
2014,13.21,52,1162,-0.01,-0.03,4mg050104,17,3136579
2007,12.9886,76,1667,None,None,4mg050105,14,3146255
2008,13.0043,74,1628,-0.0233953,None,4mg050105,13,3146255
2009,12.7393,70,1569,-0.0362408,None,4mg050105,13,3146255
2010,12.733,69,1532,-0.0235819,None,4mg050105,13,3146255
2011,12.4674,77,1502,-0.0195822,None,4mg050105,13,3146255
2012,11.9951,69,1443,-0.039281,-0.0284478,4mg050105,12,3146255
2013,12.44,72,1473,0.02,-0.02,4mg050105,12,3146255
2014,12.85,72,1482,0.01,-0.01,4mg050105,12,3146255
2007,13.4116,89,1815,None,None,4mg050200,13,3115474
2008,12.9664,76,1578,-0.130579,None,4mg050200,13,3115474
2009,12.95,69,1421,-0.099493,None,4mg050200,12,3115474
2010,12.7269,67,1322,-0.0696692,None,4mg050200,11,3115474
2011,12.748,64,1278,-0.0332829,None,4mg050200,11,3115474
2012,12.7394,59,1178,-0.0782473,-0.0828218,4mg050200,9,3115474
2013,14.26,58,1216,0.03,-0.05,4mg050200,9,3115474
2014,14.08,63,1200,-0.01,-0.03,4mg050200,9,3115474
2007,12.494,336,7516,None,None,4mg050201,61,3124302
2008,12.5112,349,7365,-0.0200905,None,4mg050201,61,3124302
2009,12.5023,325,6795,-0.0773931,None,4mg050201,59,3124302
2010,12.5523,302,6515,-0.0412068,None,4mg050201,53,3124302
2011,12.3712,302,6355,-0.0245587,None,4mg050201,53,3124302
2012,12.4363,285,5996,-0.056491,-0.0441825,4mg050201,51,3124302
2013,12.38,283,5938,-0.01,-0.04,4mg050201,48,3124302
2014,12.33,271,5810,-0.02,-0.03,4mg050201,44,3124302
2007,13.0841,75,1498,None,None,4mg050202,12,3127339
2008,12.9955,77,1343,-0.103471,None,4mg050202,12,3127339
2009,12.8085,72,1248,-0.0707372,None,4mg050202,12,3127339
2010,12.6328,66,1152,-0.0769231,None,4mg050202,11,3127339
2011,12.6642,63,1069,-0.0720486,None,4mg050202,11,3127339
2012,12.761,63,1071,0.00187091,-0.0649054,4mg050202,11,3127339
2013,12.49,67,1025,-0.04,-0.05,4mg050202,11,3127339
2014,12.69,65,1021,0.0,-0.04,4mg050202,11,3127339
2007,12.4654,317,8185,None,None,4mg050203,24,3135050
2008,12.4909,328,8413,0.0278558,None,4mg050203,22,3135050
2009,12.338,333,8268,-0.0172352,None,4mg050203,23,3135050
2010,12.2731,340,8146,-0.0147557,None,4mg050203,24,3135050
2011,12.3406,329,8229,0.010189,None,4mg050203,23,3135050
2012,12.2819,303,7828,-0.0487301,-0.00887957,4mg050203,23,3135050
2013,12.25,313,7905,0.01,-0.01,4mg050203,22,3135050
2014,12.11,316,7869,0.0,-0.01,4mg050203,22,3135050
2007,12.4415,589,16765,None,None,4mg050204,38,3135100
2008,12.5319,592,17113,0.0207575,None,4mg050204,36,3135100
2009,12.592,597,16681,-0.025244,None,4mg050204,34,3135100
2010,12.6046,579,16151,-0.0317727,None,4mg050204,35,3135100
2011,12.9604,583,16098,-0.00328153,None,4mg050204,35,3135100
2012,12.9589,558,15624,-0.0294447,-0.0139981,4mg050204,35,3135100
2013,12.91,554,15125,-0.03,-0.02,4mg050204,35,3135100
2014,12.7,544,14719,-0.03,-0.02,4mg050204,34,3135100
2007,12.8163,59,1366,None,None,4mg050205,11,3139250
2008,12.8716,56,1378,0.00878477,None,4mg050205,10,3139250
2009,12.7101,55,1290,-0.0638607,None,4mg050205,10,3139250
2010,12.5752,55,1257,-0.0255814,None,4mg050205,9,3139250
2011,12.6963,55,1169,-0.070008,None,4mg050205,9,3139250
2012,12.635,52,1107,-0.0530368,-0.0411749,4mg050205,9,3139250
2013,12.63,51,1052,-0.05,-0.05,4mg050205,9,3139250
2014,12.42,53,1050,0.0,-0.04,4mg050205,9,3139250
2007,12.6352,133,2862,None,None,4mg050206,21,3141009
2008,12.5746,117,2748,-0.0398323,None,4mg050206,19,3141009
2009,12.4305,116,2604,-0.0524017,None,4mg050206,19,3141009
2010,14.4968,126,3080,0.182796,None,4mg050206,17,3141009
2011,15.7413,135,3401,0.104221,None,4mg050206,18,3141009
2012,14.0923,114,2699,-0.20641,-0.0116594,4mg050206,17,3141009
2013,13.0,99,2328,-0.14,-0.03,4mg050206,13,3141009
2014,13.47,98,2436,0.05,-0.01,4mg050206,13,3141009
2007,12.8729,231,5349,None,None,4mg050207,28,3142908
2008,12.7734,222,5021,-0.0613199,None,4mg050207,28,3142908
2009,12.6933,207,4598,-0.0842462,None,4mg050207,27,3142908
2010,12.7341,203,4347,-0.054589,None,4mg050207,22,3142908
2011,12.5535,195,3971,-0.0864964,None,4mg050207,22,3142908
2012,12.4798,185,3856,-0.02896,-0.0633596,4mg050207,22,3142908
2013,12.44,189,3696,-0.04,-0.06,4mg050207,22,3142908
2014,12.45,188,3660,-0.01,-0.04,4mg050207,20,3142908
2007,12.2741,68,1605,None,None,4mg050208,7,3145059
2008,12.2385,74,1602,-0.00186916,None,4mg050208,7,3145059
2009,12.2917,71,1474,-0.0799001,None,4mg050208,7,3145059
2010,12.2611,61,1375,-0.0671642,None,4mg050208,7,3145059
2011,12.3477,57,1323,-0.0378182,None,4mg050208,7,3145059
2012,12.3602,56,1227,-0.0725624,-0.0522934,4mg050208,7,3145059
2013,12.61,55,1153,-0.06,-0.06,4mg050208,7,3145059
2014,12.52,58,1128,-0.02,-0.05,4mg050208,7,3145059
2007,13.1194,79,1700,None,None,4mg050209,13,3146552
2008,12.987,80,1617,-0.0488235,None,4mg050209,9,3146552
2009,12.7593,77,1620,0.00185529,None,4mg050209,8,3146552
2010,12.8553,71,1555,-0.0401235,None,4mg050209,7,3146552
2011,12.861,67,1504,-0.0327974,None,4mg050209,7,3146552
2012,12.8118,66,1419,-0.056516,-0.0354901,4mg050209,7,3146552
2013,12.54,71,1355,-0.05,-0.03,4mg050209,7,3146552
2014,12.46,68,1307,-0.04,-0.04,4mg050209,7,3146552
2007,12.2729,357,8280,None,None,4mg050210,66,3152204
2008,12.3637,364,8187,-0.0112319,None,4mg050210,67,3152204
2009,12.4754,354,7955,-0.0283376,None,4mg050210,66,3152204
2010,12.5568,378,7780,-0.0219987,None,4mg050210,65,3152204
2011,12.4945,367,7389,-0.0502571,None,4mg050210,65,3152204
2012,12.514,350,6969,-0.0568413,-0.0338868,4mg050210,65,3152204
2013,12.57,356,6894,-0.01,-0.03,4mg050210,62,3152204
2014,12.36,315,6725,-0.02,-0.03,4mg050210,49,3152204
2007,12.2036,108,2245,None,None,4mg050211,19,3154507
2008,12.2181,114,2215,-0.013363,None,4mg050211,19,3154507
2009,12.39,102,2177,-0.0171558,None,4mg050211,18,3154507
2010,12.4022,101,2046,-0.0601746,None,4mg050211,17,3154507
2011,12.6365,103,2077,0.0151515,None,4mg050211,16,3154507
2012,12.8997,100,1995,-0.03948,-0.0233357,4mg050211,14,3154507
2013,12.94,103,1986,0.0,-0.02,4mg050211,13,3154507
2014,12.9,102,1904,-0.04,-0.03,4mg050211,11,3154507
2007,12.2297,50,1045,None,None,4mg050212,8,3166956
2008,12.6878,48,1041,-0.00382775,None,4mg050212,8,3166956
2009,12.6202,47,998,-0.0413064,None,4mg050212,8,3166956
2010,12.8979,50,999,0.001002,None,4mg050212,8,3166956
2011,12.7726,50,972,-0.027027,None,4mg050212,8,3166956
2012,12.6745,48,931,-0.0421811,-0.0228378,4mg050212,8,3166956
2013,12.4,44,877,-0.06,-0.03,4mg050212,8,3166956
2014,12.41,47,861,-0.02,-0.03,4mg050212,8,3166956
2007,12.0911,134,2548,None,None,4mg050300,23,3108255
2008,12.2227,143,2541,-0.00274725,None,4mg050300,23,3108255
2009,12.1615,138,2446,-0.0373869,None,4mg050300,23,3108255
2010,12.8413,139,2545,0.0404742,None,4mg050300,23,3108255
2011,13.0065,138,2466,-0.0310413,None,4mg050300,22,3108255
2012,13.181,137,2453,-0.0052717,-0.00757059,4mg050300,22,3108255
2013,13.32,156,2537,0.03,0.0,4mg050300,21,3108255
2014,13.14,141,2552,0.01,0.01,4mg050300,20,3108255
2007,12.4459,134,2761,None,None,4mg050301,15,3116159
2008,12.6322,124,2776,0.00543281,None,4mg050301,18,3116159
2009,12.7064,126,2762,-0.00504323,None,4mg050301,19,3116159
2010,12.4725,127,2707,-0.0199131,None,4mg050301,23,3116159
2011,12.8483,135,2748,0.0151459,None,4mg050301,23,3116159
2012,12.6834,133,2707,-0.0149199,-0.00394259,4mg050301,20,3116159
2013,12.64,138,2742,0.01,0.0,4mg050301,20,3116159
2014,12.45,137,2805,0.02,0.0,4mg050301,21,3116159
2007,13.3523,114,2333,None,None,4mg050302,19,3117836
2008,12.6146,114,2164,-0.0724389,None,4mg050302,19,3117836
2009,12.8469,111,2057,-0.0494455,None,4mg050302,19,3117836
2010,13.7325,112,2112,0.026738,None,4mg050302,17,3117836
2011,13.9585,112,2022,-0.0426136,None,4mg050302,15,3117836
2012,13.5382,105,1936,-0.0425321,-0.0366189,4mg050302,15,3117836
2013,13.65,108,1917,-0.01,-0.02,4mg050302,14,3117836
2014,13.25,100,1774,-0.07,-0.03,4mg050302,13,3117836
2007,12.1182,121,2564,None,None,4mg050303,14,3130051
2008,12.3551,126,2546,-0.00702028,None,4mg050303,14,3130051
2009,12.4513,119,2453,-0.0365279,None,4mg050303,13,3130051
2010,12.7278,120,2469,0.00652263,None,4mg050303,13,3130051
2011,13.4823,120,2571,0.0413123,None,4mg050303,13,3130051
2012,13.2871,111,2497,-0.0287826,-0.00528171,4mg050303,12,3130051
2013,13.47,117,2421,-0.03,-0.01,4mg050303,12,3130051
2014,12.96,108,2306,-0.05,-0.01,4mg050303,12,3130051
2007,12.883,221,5554,None,None,4mg050304,14,3132107
2008,12.7751,222,5371,-0.0329492,None,4mg050304,13,3132107
2009,12.7109,221,5195,-0.0327686,None,4mg050304,13,3132107
2010,13.2859,223,5299,0.0200192,None,4mg050304,13,3132107
2011,13.2676,226,5071,-0.043027,None,4mg050304,13,3132107
2012,12.8574,207,4670,-0.0790771,-0.0340777,4mg050304,13,3132107
2013,12.8,198,4587,-0.02,-0.03,4mg050304,14,3132107
2014,12.68,189,4412,-0.04,-0.03,4mg050304,14,3132107
2007,12.9486,834,19532,None,None,4mg050305,92,3135209
2008,12.9826,845,18765,-0.0392689,None,4mg050305,93,3135209
2009,12.9365,828,17759,-0.0536104,None,4mg050305,93,3135209
2010,13.1684,813,17426,-0.0187511,None,4mg050305,93,3135209
2011,13.3992,784,17076,-0.0200849,None,4mg050305,92,3135209
2012,13.2811,751,16452,-0.0365425,-0.0337391,4mg050305,86,3135209
2013,13.33,806,16174,-0.02,-0.03,4mg050305,86,3135209
2014,13.04,727,15857,-0.02,-0.02,4mg050305,85,3135209
2007,13.0515,94,1962,None,None,4mg050306,9,3136959
2008,13.0649,98,1971,0.00458716,None,4mg050306,9,3136959
2009,13.1495,101,1920,-0.0258752,None,4mg050306,10,3136959
2010,13.1158,96,1762,-0.0822917,None,4mg050306,10,3136959
2011,13.279,90,1656,-0.0601589,None,4mg050306,10,3136959
2012,12.936,87,1577,-0.0477053,-0.0427474,4mg050306,10,3136959
2013,12.73,82,1522,-0.03,-0.05,4mg050306,10,3136959
2014,12.64,83,1549,0.02,-0.04,4mg050306,10,3136959
2007,12.7096,251,6096,None,None,4mg050307,31,3139300
2008,12.8459,260,5970,-0.0206693,None,4mg050307,31,3139300
2009,12.7702,254,5741,-0.0383585,None,4mg050307,30,3139300
2010,12.8179,242,5701,-0.00696743,None,4mg050307,26,3139300
2011,12.6907,227,5400,-0.0527978,None,4mg050307,24,3139300
2012,12.7364,222,5243,-0.0290741,-0.0296979,4mg050307,22,3139300
2013,12.68,223,5155,-0.02,-0.03,4mg050307,20,3139300
2014,12.66,219,4929,-0.04,-0.03,4mg050307,20,3139300
2007,12.8293,116,2736,None,None,4mg050308,20,3140852
2008,13.0356,120,2755,0.00694444,None,4mg050308,17,3140852
2009,12.8233,117,2688,-0.0243194,None,4mg050308,17,3140852
2010,13.0562,120,2616,-0.0267857,None,4mg050308,16,3140852
2011,13.4102,120,2662,0.0175841,None,4mg050308,15,3140852
2012,13.3533,108,2553,-0.0409467,-0.0137502,4mg050308,13,3140852
2013,12.85,107,2359,-0.08,-0.03,4mg050308,12,3140852
2014,12.56,104,2272,-0.04,-0.03,4mg050308,12,3140852
2007,12.9263,61,1412,None,None,4mg050309,5,3142254
2008,12.7099,65,1296,-0.082153,None,4mg050309,5,3142254
2009,12.9432,64,1285,-0.00848765,None,4mg050309,5,3142254
2010,12.9021,62,1257,-0.0217899,None,4mg050309,5,3142254
2011,12.8646,62,1241,-0.0127287,None,4mg050309,5,3142254
2012,13.0438,55,1188,-0.0427075,-0.0339572,4mg050309,5,3142254
2013,13.69,58,1145,-0.04,-0.02,4mg050309,5,3142254
2014,13.2,56,1067,-0.07,-0.04,4mg050309,5,3142254
2007,12.6375,192,4237,None,None,4mg050310,26,3142700
2008,12.586,199,4203,-0.00802455,None,4mg050310,26,3142700
2009,12.7068,191,4021,-0.0433024,None,4mg050310,23,3142700
2010,12.8741,195,3979,-0.0104452,None,4mg050310,22,3142700
2011,13.0144,199,3826,-0.0384519,None,4mg050310,22,3142700
2012,12.6788,191,3720,-0.0277052,-0.0256906,4mg050310,21,3142700
2013,12.93,185,3605,-0.03,-0.03,4mg050310,21,3142700
2014,12.77,176,3509,-0.03,-0.03,4mg050310,21,3142700
2007,12.6128,108,2712,None,None,4mg050311,13,3149150
2008,12.6653,114,2590,-0.0449852,None,4mg050311,13,3149150
2009,12.6663,115,2490,-0.03861,None,4mg050311,13,3149150
2010,13.2782,109,2505,0.0060241,None,4mg050311,13,3149150
2011,13.6913,104,2378,-0.0506986,None,4mg050311,13,3149150
2012,13.1725,93,2249,-0.0542473,-0.0367479,4mg050311,13,3149150
2013,13.1,100,2195,-0.02,-0.03,4mg050311,13,3149150
2014,12.88,98,2151,-0.02,-0.03,4mg050311,12,3149150
2007,12.732,105,2261,None,None,4mg050312,18,3150570
2008,12.9412,110,2312,0.0225564,None,4mg050312,18,3150570
2009,13.005,108,2210,-0.0441176,None,4mg050312,18,3150570
2010,12.8918,108,2108,-0.0461538,None,4mg050312,18,3150570
2011,13.48,101,2054,-0.0256167,None,4mg050312,18,3150570
2012,13.2337,100,2045,-0.00438169,-0.0198816,4mg050312,17,3150570
2013,12.76,113,1993,-0.03,-0.03,4mg050312,17,3150570
2014,12.75,101,1989,0.0,-0.02,4mg050312,17,3150570
2007,12.3941,635,15794,None,None,4mg050313,60,3161106
2008,12.3816,647,15683,-0.00702799,None,4mg050313,61,3161106
2009,12.53,651,15471,-0.0135178,None,4mg050313,60,3161106
2010,12.6825,642,15048,-0.0273415,None,4mg050313,55,3161106
2011,12.9642,632,14608,-0.0292398,None,4mg050313,53,3161106
2012,12.9584,587,14075,-0.0364869,-0.0227825,4mg050313,48,3161106
2013,12.85,626,13692,-0.03,-0.03,4mg050313,42,3161106
2014,12.73,562,13216,-0.03,-0.03,4mg050313,39,3161106
2007,13.1554,194,3392,None,None,4mg050314,6,3162450
2008,12.923,202,3505,0.0333137,None,4mg050314,10,3162450
2009,12.8353,216,3479,-0.00741797,None,4mg050314,10,3162450
2010,13.5568,237,3739,0.0747341,None,4mg050314,10,3162450
2011,13.422,244,3666,-0.0195239,None,4mg050314,10,3162450
2012,13.1042,242,3580,-0.0234588,0.010847,4mg050314,10,3162450
2013,13.13,252,3610,0.01,0.01,4mg050314,10,3162450
2014,13.05,270,3639,0.01,0.01,4mg050314,11,3162450
2007,11.7585,109,2650,None,None,4mg050315,11,3170529
2008,12.1387,111,2711,0.0230189,None,4mg050315,11,3170529
2009,12.4556,112,2590,-0.044633,None,4mg050315,11,3170529
2010,12.6178,113,2580,-0.003861,None,4mg050315,11,3170529
2011,13.0863,106,2444,-0.0527132,None,4mg050315,9,3170529
2012,12.6771,104,2400,-0.0180033,-0.0196231,4mg050315,11,3170529
2013,13.1,102,2400,0.0,-0.02,4mg050315,11,3170529
2014,12.87,97,2219,-0.08,-0.03,4mg050315,10,3170529
2007,12.8869,336,8150,None,None,4mg050400,43,3108602
2008,12.8537,339,7923,-0.0278528,None,4mg050400,42,3108602
2009,12.8175,333,7525,-0.0502335,None,4mg050400,42,3108602
2010,12.9361,328,7526,0.00013289,None,4mg050400,42,3108602
2011,12.967,320,7216,-0.0411905,None,4mg050400,42,3108602
2012,12.8481,305,6907,-0.0428215,-0.0325548,4mg050400,38,3108602
2013,12.95,301,6687,-0.03,-0.03,4mg050400,36,3108602
2014,13.26,273,6375,-0.05,-0.03,4mg050400,32,3108602
2007,12.6528,47,1178,None,None,4mg050401,7,3111150
2008,12.7026,49,1140,-0.0322581,None,4mg050401,7,3111150
2009,12.7571,45,1128,-0.0105263,None,4mg050401,7,3111150
2010,12.7818,47,1054,-0.0656028,None,4mg050401,7,3111150
2011,12.9119,46,999,-0.0521822,None,4mg050401,7,3111150
2012,12.9394,45,940,-0.0590591,-0.0441351,4mg050401,6,3111150
2013,13.92,43,994,0.06,-0.03,4mg050401,5,3111150
2014,12.74,40,903,-0.09,-0.04,4mg050401,5,3111150
2007,12.7372,153,4106,None,None,4mg050402,12,3112703
2008,12.6072,159,4129,0.00560156,None,4mg050402,12,3112703
2009,12.5902,158,4026,-0.0249455,None,4mg050402,12,3112703
2010,12.3396,149,3810,-0.0536513,None,4mg050402,12,3112703
2011,12.8819,155,3911,0.0265092,None,4mg050402,12,3112703
2012,13.0076,143,3808,-0.026336,-0.0149561,4mg050402,12,3112703
2013,12.89,148,3729,-0.02,-0.02,4mg050402,12,3112703
2014,12.88,147,3664,-0.02,-0.02,4mg050402,12,3112703
2007,12.5034,75,1911,None,None,4mg050403,7,3116506
2008,12.401,70,1768,-0.0748299,None,4mg050403,6,3116506
2009,12.4745,68,1669,-0.0559955,None,4mg050403,6,3116506
2010,12.2787,66,1593,-0.0455362,None,4mg050403,5,3116506
2011,12.4489,67,1586,-0.00439422,None,4mg050403,5,3116506
2012,12.4368,64,1534,-0.0327869,-0.0429978,4mg050403,5,3116506
2013,12.37,64,1438,-0.06,-0.04,4mg050403,5,3116506
2014,12.36,60,1427,-0.01,-0.03,4mg050403,5,3116506
2007,12.7642,332,6649,None,None,4mg050404,37,3118809
2008,12.7257,316,6409,-0.0360957,None,4mg050404,36,3118809
2009,12.8523,313,6100,-0.0482134,None,4mg050404,37,3118809
2010,12.6092,311,5816,-0.0465574,None,4mg050404,36,3118809
2011,12.9025,303,5641,-0.0300894,None,4mg050404,35,3118809
2012,13.2522,270,5594,-0.00833186,-0.0339642,4mg050404,35,3118809
2013,13.52,285,5578,0.0,-0.03,4mg050404,34,3118809
2014,12.92,276,5156,-0.08,-0.03,4mg050404,33,3118809
2007,12.5499,247,5770,None,None,4mg050405,42,3126703
2008,12.5902,253,5808,0.00658579,None,4mg050405,43,3126703
2009,12.6865,260,5694,-0.0196281,None,4mg050405,42,3126703
2010,12.6475,263,5398,-0.0519845,None,4mg050405,40,3126703
2011,12.6481,261,5248,-0.0277881,None,4mg050405,42,3126703
2012,12.6501,234,5007,-0.0459223,-0.0279685,4mg050405,42,3126703
2013,12.68,237,4900,-0.02,-0.03,4mg050405,40,3126703
2014,12.55,220,4736,-0.03,-0.04,4mg050405,40,3126703
2007,12.4835,40,786,None,None,4mg050406,7,3127354
2008,12.5207,40,772,-0.0178117,None,4mg050406,7,3127354
2009,12.3514,42,703,-0.0893782,None,4mg050406,7,3127354
2010,12.3211,41,682,-0.029872,None,4mg050406,7,3127354
2011,12.1895,40,665,-0.0249267,None,4mg050406,7,3127354
2012,12.3407,38,631,-0.0511278,-0.0429792,4mg050406,7,3127354
2013,12.68,44,669,0.06,-0.03,4mg050406,6,3127354
2014,12.56,39,635,-0.05,-0.02,4mg050406,6,3127354
2007,12.7836,90,1918,None,None,4mg050407,10,3129657
2008,12.6645,88,1875,-0.0224192,None,4mg050407,10,3129657
2009,12.7269,88,1860,-0.008,None,4mg050407,10,3129657
2010,12.764,90,1699,-0.0865591,None,4mg050407,10,3129657
2011,13.4834,90,1835,0.0800471,None,4mg050407,10,3129657
2012,13.7234,85,1764,-0.0386921,-0.0166005,4mg050407,10,3129657
2013,13.25,84,1630,-0.08,-0.03,4mg050407,10,3129657
2014,13.03,77,1504,-0.08,-0.04,4mg050407,10,3129657
2007,12.883,111,2436,None,None,4mg050408,8,3135357
2008,12.8345,109,2374,-0.0254516,None,4mg050408,8,3135357
2009,12.8797,104,2211,-0.0686605,None,4mg050408,8,3135357
2010,12.8095,102,2105,-0.0479421,None,4mg050408,8,3135357
2011,12.7944,99,1950,-0.0736342,None,4mg050408,8,3135357
2012,12.7984,91,1870,-0.0410256,-0.0515098,4mg050408,8,3135357
2013,13.5,97,1926,0.03,-0.04,4mg050408,8,3135357
2014,13.21,86,1804,-0.06,-0.04,4mg050408,8,3135357
2007,12.4907,40,917,None,None,4mg050409,4,3136801
2008,12.608,43,870,-0.0512541,None,4mg050409,4,3136801
2009,12.4983,39,873,0.00344828,None,4mg050409,4,3136801
2010,12.8708,43,929,0.0641466,None,4mg050409,4,3136801
