wage,num_emp,num_jobs,num_est,wage_avg,age_avg,wage_growth,wage_growth_5,num_emp_growth,num_emp_growth_5,year,bra_id,cbo_id,ibge_id
172408.54,258,258,171,668.25,39.446,-0.097,0.091,-0.232,-0.03,2009,4mg080202,6,3129103
96345.50,127,127,48,758.63,40.835,0.113,0.192,0.024,0.049,2009,4mg080203,6,3131406
1563126.86,1641,1642,473,951.97,37.96,-0.341,0.107,-0.303,-0.045,2009,4mg080204,6,3134202
1203531.02,1174,1174,322,1025.15,35.227,0.731,0.35,0.423,0.127,2009,4mg080205,6,3159803
29507.02,42,42,17,702.55,36.048,0.412,0.193,0.448,0.109,2009,4mg080300,6,3103801
573929.47,799,799,228,718.31,37.827,0.133,0.183,0.043,0.067,2009,4mg080301,6,3114303
146453.22,191,191,57,766.77,36.079,0.275,0.235,-0.01,0.094,2009,4mg080302,6,3128907
432819.73,530,530,121,816.64,35.194,0.489,0.34,0.21,0.18,2009,4mg080303,6,3137502
31996.01,39,39,24,820.41,39.667,0.127,0.122,-0.049,-0.037,2009,4mg080305,6,3141207
2033680.06,2648,2648,645,768.01,36.505,0.167,0.156,0.052,0.029,2009,4mg080306,6,3148004
2149047.93,2483,2483,167,865.51,35.509,0.113,0.198,0.023,0.109,2009,4mg080307,6,3155504
61710.85,99,99,23,623.34,38.727,0.134,0.227,0.0,0.088,2009,4mg080308,6,3159704
1048199.84,1143,1143,217,917.06,34.655,0.085,0.11,-0.023,0.004,2009,4mg080309,6,3162104
187417.40,240,240,79,780.91,36.258,0.285,0.195,0.206,0.082,2009,4mg080310,6,3168903
61329.51,95,95,55,645.57,36.326,0.589,0.34,0.418,0.195,2009,4mg080400,6,3100104
846971.23,1138,1138,255,744.26,37.288,0.2,0.189,0.123,0.065,2009,4mg080401,6,3119302
61625.16,91,91,51,677.20,35.165,0.128,0.262,0.123,0.136,2009,4mg080402,6,3120706
7462.65,12,12,10,621.89,35.917,0.103,0.135,0.0,0.018,2009,4mg080403,6,3123502
403129.66,577,578,59,697.46,33.931,-0.05,0.141,-0.187,0.031,2009,4mg080404,6,3124807
12226.94,21,21,11,582.24,36.667,0.377,0.21,0.312,0.07,2009,4mg080405,6,3127909
112063.04,103,103,33,1087.99,37.165,-0.042,0.122,-0.331,-0.004,2009,4mg080406,6,3131604
1100184.47,1473,1473,386,746.90,36.274,0.167,0.197,-0.01,0.075,2009,4mg080407,6,3143104
1784929.58,2411,2411,670,740.33,37.279,-0.077,0.095,-0.206,-0.024,2009,4mg080408,6,3148103
179099.94,241,241,38,743.15,36.066,0.743,0.153,0.697,0.048,2009,4mg080409,6,3156403
582315.60,776,776,176,750.41,35.429,0.0,0.13,-0.122,0.005,2009,4mg080410,6,3166808
136885.81,174,174,42,786.70,35.787,0.197,0.04,0.087,-0.049,2009,4mg080500,6,3100708
396194.95,382,382,106,1037.16,37.649,0.178,0.093,0.076,-0.012,2009,4mg080501,6,3111408
1209810.00,1213,1213,158,997.37,34.065,0.152,0.039,0.12,-0.05,2009,4mg080502,6,3117306
210939.28,260,260,87,811.31,36.742,0.082,0.084,0.106,-0.007,2009,4mg080503,6,3118205
1542364.62,1629,1629,22,946.82,32.921,0.076,0.044,-0.057,-0.031,2009,4mg080504,6,3121258
3130183.27,3779,3784,1125,827.22,37.242,0.278,0.122,0.133,0.001,2009,4mg080505,6,3170107
137514.65,161,161,75,854.13,38.211,-0.099,0.112,-0.125,-0.021,2009,4mg080506,6,3171105
1070614.66,1391,1391,568,769.67,38.354,0.217,0.142,0.124,0.032,2009,4mg080600,6,3103504
391191.44,399,399,34,980.43,36.962,0.045,0.111,0.031,-0.013,2009,4mg080601,6,3103751
1271630.34,1335,1335,79,952.53,38.659,0.14,0.305,0.058,0.154,2009,4mg080602,6,3111804
63992.69,82,82,38,780.40,40.159,0.208,0.224,0.079,0.072,2009,4mg080603,6,3115003
94871.90,142,142,56,668.11,38.57,0.034,0.093,-0.06,-0.003,2009,4mg080604,6,3115805
234655.77,294,294,82,798.15,33.357,0.279,0.051,0.162,-0.064,2009,4mg080605,6,3130705
578434.48,836,836,262,691.91,35.429,0.163,0.159,0.08,0.048,2009,4mg080606,6,3142809
1128503.79,1564,1566,524,720.63,37.087,-0.077,0.117,-0.179,-0.009,2009,4mg080607,6,3152808
538027.84,662,662,215,812.73,39.011,-0.015,0.075,-0.123,-0.024,2009,4mg080608,6,3169604
3885375.65,4918,4918,1061,790.03,35.779,0.01,0.082,-0.023,-0.007,2009,4mg080609,6,3170206
60271.96,117,117,75,515.15,35.872,0.169,0.185,0.045,0.061,2009,4mg090000,6,3100906
19880.93,39,39,17,509.77,37.487,0.065,0.124,-0.025,0.011,2009,4mg090001,6,3106606
519734.11,981,981,350,529.80,38.717,0.111,0.093,-0.005,-0.023,2009,4mg090002,6,3113701
46647.37,90,91,59,512.61,35.813,0.202,0.146,0.034,0.021,2009,4mg090003,6,3120151
11988.23,24,24,16,499.51,34.25,0.971,0.299,0.846,0.169,2009,4mg090004,6,3127057
27495.69,47,47,31,585.02,41.511,0.195,0.156,-0.021,0.009,2009,4mg090005,6,3138906
755930.17,1532,1532,207,493.43,34.409,0.17,0.261,0.316,0.155,2009,4mg090006,6,3144300
1874.41,4,4,3,468.60,38.5,-0.086,0.079,-0.2,-0.044,2009,4mg090007,6,3157658
342839.85,480,480,38,714.25,36.29,0.3,0.361,0.277,0.209,2009,4mg090008,6,3166709
39576.38,66,66,30,599.64,38.803,0.969,0.108,0.535,-0.006,2009,4mg090009,6,3170305
101271.16,190,190,95,533.01,38.068,0.138,0.088,0.0,-0.032,2009,4mg090100,6,3104700
19130.95,37,37,19,517.05,34.432,0.008,0.152,-0.119,0.017,2009,4mg090101,6,3115458
21167.92,41,41,19,516.29,36.049,0.141,0.101,0.025,-0.014,2009,4mg090102,6,3126752
73716.86,142,142,52,519.13,37.803,0.077,0.149,0.007,0.019,2009,4mg090103,6,3126802
50533.15,102,102,20,495.42,34.167,-0.155,0.185,-0.244,0.058,2009,4mg090104,6,3132305
24167.72,50,50,28,483.35,36.68,-0.219,0.141,-0.296,0.026,2009,4mg090105,6,3137007
36180.45,66,66,35,548.19,39.167,0.1,0.061,0.048,-0.025,2009,4mg090106,6,3139201
17124.42,35,35,22,489.27,38.543,0.249,0.167,0.061,0.078,2009,4mg090107,6,3145356
8904.55,18,18,10,494.70,30.222,-0.22,0.036,-0.28,-0.071,2009,4mg090108,6,3146206
77143.32,148,148,74,521.24,36.736,0.086,0.142,-0.051,0.017,2009,4mg090109,6,3148509
23186.55,45,45,28,515.26,36.889,0.051,0.153,-0.1,0.024,2009,4mg090110,6,3152402
17305.02,31,31,4,558.23,35.484,-0.303,1.328,-0.436,0.987,2009,4mg090111,6,3165552
566273.78,1093,1093,548,518.09,37.575,0.153,0.115,0.03,-0.004,2009,4mg090112,6,3168606
230788.64,381,381,141,605.74,38.929,0.22,0.124,0.095,-0.002,2009,4mg100000,6,3101102
1422.54,3,3,2,474.18,35.0,0.129,0.167,0.0,0.084,2009,4mg100001,6,3102209
12459.56,23,23,14,541.72,39.652,0.183,-0.046,0.0,-0.118,2009,4mg100002,6,3117405
109619.51,200,200,123,548.10,37.905,-0.067,0.057,0.042,-0.055,2009,4mg100003,6,3118403
3829.66,8,8,7,478.71,34.0,1.188,0.068,1.0,-0.023,2009,4mg100004,6,3120839
2015.00,3,3,3,671.67,40.667,3.925,0.293,2.0,0.084,2009,4mg100005,6,3127370
64545.70,129,129,62,500.35,37.302,0.264,0.101,0.103,0.002,2009,4mg100006,6,3131208
27892.16,47,47,37,593.45,42.128,0.25,0.179,0.044,0.043,2009,4mg100007,6,3134103
111661.08,198,198,81,563.95,35.949,0.164,0.2,-0.02,0.057,2009,4mg100008,6,3144003
24311.83,44,44,26,552.54,37.182,-0.001,0.237,-0.064,0.103,2009,4mg100009,6,3151909
96840.78,174,174,117,556.56,38.713,-0.038,0.102,-0.134,-0.021,2009,4mg100010,6,3154309
26283.33,50,50,20,525.67,35.52,0.496,0.175,0.389,0.04,2009,4mg100011,6,3159506
8436.45,18,18,12,468.69,43.722,-0.225,0.012,-0.25,-0.091,2009,4mg100012,6,3168051
30443.15,62,62,27,491.02,35.694,-0.038,0.049,-0.127,-0.032,2009,4mg100100,6,3107802
5999.72,12,12,7,499.98,30.583,0.099,0.119,-0.077,0.0,2009,4mg100101,6,3109253
277004.70,585,585,181,473.51,37.526,-0.076,0.036,-0.189,-0.067,2009,4mg100102,6,3113404
17225.74,30,30,15,574.19,36.0,-0.316,-0.004,-0.444,-0.129,2009,4mg100103,6,3120003
10755.98,21,21,14,512.19,36.714,-0.07,0.154,-0.192,0.043,2009,4mg100104,6,3122504
8942.63,19,19,6,470.67,31.947,0.109,0.103,0.056,0.011,2009,4mg100105,6,3123858
52983.03,101,101,61,524.58,36.416,0.212,0.073,0.086,-0.048,2009,4mg100106,6,3129301
38250.73,81,81,18,472.23,34.309,0.349,0.193,0.11,0.052,2009,4mg100107,6,3130556
64552.06,126,126,69,512.32,35.175,0.249,0.168,0.125,0.049,2009,4mg100108,6,3130903
430634.85,651,651,14,661.50,37.321,-0.046,0.392,-0.158,0.223,2009,4mg100109,6,3131158
52591.53,112,112,22,469.57,34.946,0.0,0.132,-0.089,0.019,2009,4mg100110,6,3150158
181858.99,324,324,5,561.29,35.559,-0.282,-0.066,-0.296,-0.151,2009,4mg100111,6,3150539
14804.28,31,31,15,477.56,33.452,0.582,0.084,0.409,-0.045,2009,4mg100112,6,3157252
50335.97,106,106,19,474.87,38.566,-0.188,0.026,-0.237,-0.07,2009,4mg100113,6,3159357
90828.09,176,176,20,516.07,32.352,0.109,0.139,-0.017,0.017,2009,4mg100114,6,3160959
20258.55,42,42,24,482.35,35.738,0.026,0.071,-0.106,-0.042,2009,4mg100115,6,3162609
25235.84,50,50,7,504.72,36.32,0.366,0.237,0.163,0.1,2009,4mg100116,6,3164472
42992.99,85,85,58,505.80,37.388,-0.021,0.141,-0.115,0.025,2009,4mg100117,6,3168408
62877.19,122,122,37,515.39,37.049,0.183,0.133,0.052,-0.01,2009,4mg100118,6,3170057
6962.81,15,15,8,464.19,38.2,-0.429,0.199,-0.4,0.134,2009,4mg100119,6,3170578
52010.88,91,91,42,571.55,41.022,0.124,0.064,0.022,-0.047,2009,4mg100200,6,3101805
46326.74,91,91,43,509.09,38.44,0.305,0.128,0.167,0.024,2009,4mg100201,6,3110806
8554.02,16,16,15,534.63,34.5,0.061,0.147,0.0,0.027,2009,4mg100202,6,3112653
14567.84,27,27,18,539.55,40.074,-0.352,0.049,-0.372,-0.039,2009,4mg100203,6,3119203
11411.27,20,20,14,570.56,36.8,-0.209,0.113,-0.231,0.0,2009,4mg100204,6,3122108
59123.27,102,102,59,579.64,37.412,0.216,0.172,0.041,0.047,2009,4mg100205,6,3123700
37039.90,61,61,31,607.21,35.361,0.256,0.051,0.109,-0.062,2009,4mg100206,6,3125804
89601.70,159,159,57,563.53,36.541,0.208,0.139,0.082,0.029,2009,4mg100207,6,3126901
79877.34,140,140,74,570.55,38.107,0.096,0.179,0.014,0.048,2009,4mg100208,6,3127305
584957.19,974,975,502,599.96,38.539,0.206,0.097,0.067,-0.014,2009,4mg100209,6,3127701
160780.09,305,305,154,527.15,38.213,0.074,0.119,-0.041,0.001,2009,4mg100210,6,3132701
26747.34,47,47,25,569.09,35.851,0.556,0.075,0.237,-0.041,2009,4mg100211,6,3133204
36504.91,63,63,43,579.44,36.921,0.259,0.129,0.167,-0.018,2009,4mg100212,6,3135076
19496.65,36,36,18,541.57,38.472,0.147,0.023,0.091,-0.064,2009,4mg100213,6,3140100
33081.69,53,53,24,624.18,39.17,0.137,0.121,0.019,0.0,2009,4mg100214,6,3171501
5488.02,10,10,6,548.80,40.0,0.007,0.116,-0.091,0.0,2009,4mg100215,6,3144201
36452.81,69,69,35,528.30,36.551,-0.004,0.091,-0.068,-0.006,2009,4mg100216,6,3144904
38433.49,74,74,25,519.37,38.176,-0.049,0.16,-0.178,0.039,2009,4mg100217,6,3150000
7399.44,14,14,9,528.53,32.0,0.11,0.237,0.167,0.118,2009,4mg100218,6,3161601
7508.55,11,11,5,682.60,36.727,0.073,0.145,0.222,-0.017,2009,4mg100219,6,3161650
10030.57,18,18,10,557.25,39.333,0.194,0.266,0.059,0.149,2009,4mg100220,6,3163003
4157.80,9,9,6,461.98,38.0,-0.351,0.043,-0.438,-0.056,2009,4mg100221,6,3163300
22556.44,35,35,23,644.47,39.514,0.057,0.253,-0.028,0.118,2009,4mg100222,6,3167707
31095.24,50,50,27,621.91,38.6,0.077,0.063,-0.074,-0.036,2009,4mg100223,6,3169505
1190.83,2,2,2,595.42,29.5,-0.357,0.09,-0.5,-0.078,2009,4mg100224,6,3171907
11845.64,20,20,18,592.28,36.1,-0.252,0.11,-0.048,0.01,2009,4mg100300,6,3108800
5467.26,11,11,6,497.02,39.182,0.038,0.123,0.0,0.019,2009,4mg100301,6,3113800
12040.69,24,24,17,501.70,37.417,0.548,0.301,0.412,0.149,2009,4mg100302,6,3116803
5215.56,11,11,9,474.14,44.364,-0.471,-0.229,-0.476,-0.295,2009,4mg100303,6,3122207
24513.47,44,44,21,557.12,37.591,0.145,0.122,0.023,0.019,2009,4mg100304,6,3123106
2731.76,6,6,5,455.29,32.333,0.963,0.053,0.5,0.0,2009,4mg100305,6,3127503
551372.34,823,823,170,669.95,36.429,-0.209,0.075,-0.286,-0.035,2009,4mg100306,6,3128006
9102.23,18,18,15,505.68,32.611,-0.213,0.341,-0.25,0.208,2009,4mg100307,6,3140605
6225.32,11,11,8,565.94,39.091,1.465,0.263,1.2,0.095,2009,4mg100308,6,3148400
80693.02,151,151,88,534.39,38.185,-0.626,0.097,-0.646,-0.028,2009,4mg100309,6,3156809
1004.23,2,2,2,502.12,26.5,-0.679,0.045,-0.667,-0.078,2009,4mg100310,6,3157500
52505.93,90,90,43,583.40,37.356,0.232,0.187,0.216,0.081,2009,4mg100311,6,3162807
4761.18,10,10,7,476.12,31.1,0.989,0.474,1.0,0.38,2009,4mg100312,6,3165503
18471.85,38,38,23,486.10,35.868,0.023,0.149,-0.073,0.035,2009,4mg100313,6,3166105
35295.77,64,64,40,551.50,40.359,0.144,0.093,0.016,-0.034,2009,4mg100314,6,3171808
38501.50,73,73,49,527.42,37.26,0.161,0.087,0.074,-0.028,2009,4mg100400,6,3100500
263991.47,556,556,55,474.81,39.304,-0.073,0.048,-0.145,-0.064,2009,4mg100401,6,3103009
724584.25,1179,1179,37,614.58,36.441,-0.114,0.045,-0.181,-0.042,2009,4mg100402,6,3106309
492633.18,703,703,43,700.76,37.606,-0.144,0.739,-0.329,0.541,2009,4mg100403,6,3119401
156123.04,281,281,105,555.60,39.381,-0.036,-0.136,-0.135,-0.22,2009,4mg100404,6,3131307
31745.63,58,58,34,547.34,39.19,0.424,0.199,0.208,0.072,2009,4mg100405,6,3135001
10208.58,19,19,11,537.29,36.053,-0.001,0.24,0.056,0.116,2009,4mg100406,6,3136108
35710.37,74,74,48,482.57,39.716,0.075,0.064,-0.026,-0.034,2009,4mg100407,6,3140308
10159.16,20,20,15,507.96,38.2,1.007,0.166,0.667,0.033,2009,4mg100408,6,3141702
178126.79,283,283,16,629.42,36.194,-0.082,0.054,-0.087,-0.031,2009,4mg100409,6,3144359
17971.87,35,35,14,513.48,40.829,-0.276,0.148,-0.271,0.046,2009,4mg100410,6,3149952
50686.11,88,88,35,575.98,41.034,0.144,0.135,-0.054,0.002,2009,4mg100411,6,3158953
74098.64,132,132,56,561.35,40.833,-0.112,0.093,-0.19,-0.002,2009,4mg100412,6,3168705
6288.63,11,11,9,571.69,36.636,-0.103,0.023,-0.214,-0.094,2009,4mg100500,6,3115706
6736.88,14,14,7,481.21,38.643,0.068,0.222,-0.067,0.092,2009,4mg100501,6,3131802
49628.66,94,94,45,527.96,38.649,0.408,0.155,0.324,0.035,2009,4mg100502,6,3139607
22767.48,33,33,17,689.92,41.121,0.436,0.157,0.179,0.019,2009,4mg100503,6,3141504
4955.25,9,9,3,550.58,31.556,0.797,0.097,0.8,-0.021,2009,4mg100504,6,3144672
6405.51,13,13,7,492.73,34.385,1.253,0.575,1.167,0.454,2009,4mg100505,6,3161056
7350.65,12,12,8,612.55,37.75,0.052,0.221,-0.077,0.114,2009,4mg100506,6,3162575
58396.81,115,115,38,507.80,37.843,0.06,0.135,-0.017,0.016,2009,4mg100600,6,3100609
4828.17,9,9,6,536.46,31.667,-0.414,-0.123,-0.471,-0.197,2009,4mg100601,6,3112059
907.22,2,2,1,453.61,34.5,1.217,None,1.0,None,2009,4mg100602,6,3126950
5336.82,10,10,6,533.68,38.0,-0.163,0.063,-0.231,-0.065,2009,4mg100603,6,3136553
546062.79,864,864,43,632.02,33.866,0.836,0.203,0.535,0.05,2009,4mg100604,6,3148608
29161.07,55,55,27,530.20,33.218,0.164,0.132,0.038,0.004,2009,4mg100605,6,3158201
9304.05,20,20,10,465.20,34.65,0.016,0.05,0.0,-0.072,2009,4mg100606,6,3163508
10850.92,19,19,13,571.10,35.895,0.012,0.197,-0.095,0.048,2009,4mg100607,6,3164100
5421.09,11,11,9,492.83,35.727,0.182,0.316,0.1,0.171,2009,4mg100608,6,3164506
151811.74,299,299,124,507.73,42.181,0.018,0.115,-0.071,-0.003,2009,4mg110000,6,3101508
33421.10,65,65,32,514.17,40.123,0.367,0.035,0.275,-0.081,2009,4mg110001,6,3104403
245711.51,475,476,191,516.20,39.326,0.136,0.136,0.03,0.018,2009,4mg110002,6,3115300
97878.99,206,206,68,475.14,35.752,1.148,0.375,0.873,0.231,2009,4mg110003,6,3122900
44362.66,85,85,28,521.91,39.635,0.269,0.08,0.118,-0.022,2009,4mg110004,6,3124609
19786.40,40,40,17,494.66,40.475,-0.002,0.205,-0.149,0.09,2009,4mg110005,6,3132602
24408.19,52,52,37,469.39,41.038,0.123,0.098,0.0,-0.022,2009,4mg110006,6,3138005
399337.18,760,761,376,524.75,40.543,0.05,0.111,-0.073,-0.007,2009,4mg110007,6,3138401
50080.65,106,106,58,472.46,38.189,0.017,0.08,-0.102,-0.028,2009,4mg110008,6,3146701
49726.49,94,94,36,529.01,40.723,0.6,0.148,0.382,0.02,2009,4mg110009,6,3151107
55474.47,107,107,66,518.45,39.804,0.074,0.055,-0.045,-0.063,2009,4mg110010,6,3154101
16642.43,37,37,15,449.80,37.0,-0.313,-0.114,-0.327,-0.175,2009,4mg110011,6,3158409
34631.58,68,68,35,509.29,38.985,0.393,0.145,0.214,0.025,2009,4mg110012,6,3160009
85567.62,161,161,65,531.48,40.236,0.043,0.079,-0.075,-0.031,2009,4mg110013,6,3172103
6771.90,14,14,10,483.71,40.286,0.374,0.143,0.4,0.049,2009,4mg110100,6,3103306
103531.97,196,196,73,528.22,38.658,-0.104,0.054,-0.18,-0.049,2009,4mg110101,6,3106101
63921.63,122,122,29,523.95,37.23,-0.092,0.133,-0.187,0.015,2009,4mg110102,6,3106804
62135.65,125,125,70,497.09,41.904,0.16,0.067,0.016,-0.027,2009,4mg110103,6,3106903
48757.85,92,92,52,529.98,41.337,0.12,0.138,-0.021,0.018,2009,4mg110104,6,3115904
45166.45,80,80,27,564.58,39.962,0.109,0.143,-0.012,0.016,2009,4mg110105,6,3116209
33962.07,66,66,24,514.58,41.212,-0.437,0.153,-0.484,0.049,2009,4mg110106,6,3119609
48019.79,96,96,55,500.21,40.635,0.139,0.18,0.0,0.042,2009,4mg110107,6,3121308
6397.50,11,11,9,581.59,44.455,-0.565,-0.08,-0.633,-0.187,2009,4mg110108,6,3125002
47224.35,94,94,28,502.39,44.66,0.057,0.034,-0.069,-0.066,2009,4mg110109,6,3127388
34955.25,68,68,35,514.05,41.25,-0.05,-0.011,-0.093,-0.088,2009,4mg110110,6,3128501
1179902.05,1719,1723,612,684.80,39.343,0.274,0.147,0.115,0.013,2009,4mg110111,6,3136702
207823.81,391,391,200,531.52,38.997,0.087,0.126,-0.018,0.003,2009,4mg110112,6,3138609
112706.34,211,212,92,531.63,40.519,-0.019,0.063,-0.117,-0.062,2009,4mg110113,6,3139805
28390.46,53,53,31,535.67,41.83,-0.007,0.09,-0.131,-0.028,2009,4mg110114,6,3140209
111437.58,198,198,44,562.82,38.556,0.316,0.168,0.2,0.04,2009,4mg110115,6,3140803
15858.91,32,32,22,495.59,36.625,0.039,0.197,-0.059,0.068,2009,4mg110116,6,3145406
8292.11,16,16,10,518.26,36.125,-0.064,0.059,-0.2,-0.053,2009,4mg110117,6,3145703
9516.75,17,17,9,559.81,43.471,0.099,0.093,-0.105,-0.05,2009,4mg110118,6,3146602
6312.09,13,13,11,485.55,35.231,1.103,0.184,0.857,0.102,2009,4mg110119,6,3149408
41989.30,64,64,26,656.08,39.734,-0.183,0.143,-0.264,0.01,2009,4mg110120,6,3149507
46756.30,90,90,42,519.51,38.344,0.196,0.133,0.023,0.011,2009,4mg110121,6,3150109
82113.48,138,138,73,595.03,40.442,0.069,0.094,-0.014,-0.008,2009,4mg110122,6,3155405
59293.89,121,121,67,490.03,40.157,0.186,0.082,0.11,-0.037,2009,4mg110123,6,3155900
21661.37,40,40,22,541.53,40.1,0.278,0.145,0.081,0.027,2009,4mg110124,6,3156205
40536.92,78,78,36,519.70,37.949,0.212,0.224,0.054,0.084,2009,4mg110125,6,3157278
45291.66,84,84,33,539.19,35.702,0.06,0.266,-0.034,0.109,2009,4mg110126,6,3159407
36939.95,74,74,48,499.19,39.784,0.06,0.054,-0.051,-0.045,2009,4mg110127,6,3159308
102697.93,172,172,40,597.08,38.483,0.242,0.107,0.124,0.006,2009,4mg110128,6,3158607
183800.07,375,375,147,490.13,39.123,-0.036,0.157,-0.142,0.05,2009,4mg110129,6,3160702
120862.32,233,233,118,518.72,40.682,0.079,0.103,-0.009,0.0,2009,4mg110130,6,3162906
30082.59,63,63,28,477.50,40.825,0.418,0.142,0.212,0.035,2009,4mg110131,6,3165602
130690.74,241,241,47,542.29,37.851,0.061,0.104,-0.008,0.007,2009,4mg110132,6,3167509
71796.45,127,127,58,565.33,36.197,0.01,0.102,-0.136,-0.031,2009,4mg110200,6,3100302
15077.66,24,24,4,628.24,35.042,-0.235,0.107,-0.333,-0.05,2009,4mg110201,6,3102050
14500.34,29,29,9,500.01,38.207,0.506,0.038,0.381,-0.062,2009,4mg110202,6,3153509
10213.79,21,21,6,486.37,33.286,0.018,0.757,-0.045,0.6,2009,4mg110203,6,3112109
26719.05,59,59,11,452.87,32.763,0.305,0.083,0.157,-0.031,2009,4mg110204,6,3112901
9961.08,18,18,12,553.39,38.556,-0.123,0.142,-0.217,0.0,2009,4mg110205,6,3116001
55938.38,92,92,8,608.03,34.793,1.16,0.283,0.878,0.144,2009,4mg110206,6,3123528
65779.24,128,129,49,509.92,33.566,-0.057,0.104,-0.174,-0.026,2009,4mg110207,6,3137700
3276.17,7,7,2,468.02,48.429,0.073,0.114,0.0,0.0,2009,4mg110208,6,3138674
333315.63,614,614,205,542.86,38.34,0.129,0.113,0.005,-0.02,2009,4mg110209,6,3139409
134040.16,257,257,80,521.56,38.576,-0.052,-0.004,-0.126,-0.116,2009,4mg110210,6,3139508
76416.96,116,116,8,658.77,37.741,-0.13,0.026,-0.256,-0.077,2009,4mg110211,6,3140530
96212.21,187,187,57,514.50,37.086,0.133,0.123,0.016,0.002,2009,4mg110212,6,3140902
1300.00,2,2,2,650.00,26.5,None,0.173,None,0.0,2009,4mg110213,6,3148756
70988.94,144,144,38,492.98,35.535,0.233,0.037,0.2,-0.059,2009,4mg110214,6,3154150
33671.05,66,66,24,510.17,35.303,-0.239,0.116,-0.29,0.019,2009,4mg110215,6,3157906
53371.22,110,110,17,485.19,37.109,0.044,0.162,-0.018,0.063,2009,4mg110216,6,3158904
59453.82,116,116,19,512.53,37.043,0.156,0.069,0.027,-0.051,2009,4mg110217,6,3162559
1508.73,3,3,2,502.91,51.333,-0.214,0.119,-0.25,0.0,2009,4mg110218,6,3163607
20099.02,40,40,24,502.48,36.475,-0.245,0.085,-0.333,-0.044,2009,4mg110219,6,3167608
11918.78,26,26,15,458.42,36.423,-0.323,0.195,-0.381,0.076,2009,4mg110300,6,3103108
72873.82,157,157,56,464.16,42.255,0.059,0.106,-0.071,-0.006,2009,4mg110301,6,3105509
6398.16,14,14,6,457.01,40.571,-0.168,-0.069,-0.222,-0.158,2009,4mg110302,6,3110103
85229.30,177,177,93,481.52,40.0,-0.171,0.098,-0.247,-0.006,2009,4mg110303,6,3113305
27493.34,52,52,24,528.72,39.596,-0.043,0.151,-0.188,0.029,2009,4mg110304,6,3122009
35630.77,80,80,31,445.39,35.188,-0.103,0.101,-0.121,-0.002,2009,4mg110305,6,3124203
45555.24,91,91,46,500.61,40.374,-0.05,0.071,-0.15,-0.041,2009,4mg110306,6,3124906
78158.03,158,158,36,494.67,36.456,0.131,0.125,0.033,0.006,2009,4mg110307,6,3125309
38206.46,74,74,18,516.30,37.162,0.254,0.253,0.104,0.131,2009,4mg110308,6,3125952
63101.86,109,109,52,578.92,36.844,0.195,0.121,-0.035,-0.027,2009,4mg110309,6,3142106
60584.42,119,119,64,509.11,40.639,-0.038,0.175,-0.105,0.046,2009,4mg110310,6,3142205
422267.31,845,845,386,499.73,40.032,0.049,0.096,-0.069,-0.019,2009,4mg110311,6,3143906
925.83,2,2,1,462.92,42.0,1.201,0.296,1.0,0.149,2009,4mg110312,6,3145877
38061.99,71,71,31,536.08,37.662,0.174,0.154,0.06,0.031,2009,4mg110313,6,3148202
5195.71,10,10,6,519.57,33.1,1.326,0.14,1.0,0.0,2009,4mg110314,6,3149002
49722.56,93,93,18,534.65,38.548,1.423,0.188,1.114,0.053,2009,4mg110315,6,3156452
59492.10,97,97,24,613.32,39.557,0.214,0.307,0.078,0.105,2009,4mg110316,6,3161403
811.61,1,1,1,811.61,28.0,-0.612,0.258,-0.75,0.0,2009,4mg110317,6,3164431
79104.26,152,152,60,520.42,40.151,0.008,0.131,-0.073,0.012,2009,4mg110318,6,3169208
28969.86,57,57,20,508.24,41.947,0.014,0.11,-0.109,-0.02,2009,4mg110319,6,3171402
25941.90,50,50,24,518.84,39.32,0.487,0.149,0.25,0.008,2009,4mg110400,6,3100401
42666.04,91,93,51,458.78,39.978,0.407,0.137,0.197,0.019,2009,4mg110401,6,3105707
57584.25,108,108,44,533.19,38.926,0.171,0.148,0.08,0.02,2009,4mg110402,6,3122702
56874.57,134,134,27,424.44,35.873,0.155,0.235,0.063,0.135,2009,4mg110403,6,3128204
197732.73,359,359,59,550.79,34.025,0.114,0.162,-0.003,0.049,2009,4mg110404,6,3135506
104497.03,173,173,24,604.03,36.595,0.216,0.297,0.088,0.142,2009,4mg110405,6,3145851
85457.62,145,145,28,589.36,34.379,0.107,0.134,-0.058,-0.007,2009,4mg110406,6,3150208
382681.18,687,687,183,557.03,38.227,0.217,0.145,0.063,0.017,2009,4mg110407,6,3152105
150018.26,293,293,132,512.01,36.003,0.115,0.133,-0.013,0.011,2009,4mg110408,6,3154002
259542.07,502,502,135,517.02,36.339,-0.023,0.116,-0.095,-0.002,2009,4mg110409,6,3154903
21020.27,42,42,19,500.48,37.905,-0.095,0.063,-0.192,-0.049,2009,4mg110410,6,3155009
84369.53,146,146,48,577.87,36.555,0.174,0.066,0.05,0.008,2009,4mg110411,6,3157401
30650.44,62,62,31,494.36,39.548,0.032,0.002,-0.075,-0.105,2009,4mg110412,6,3160108
305272.25,480,480,66,635.98,38.106,0.055,0.141,-0.064,-0.001,2009,4mg110413,6,3164001
5770.55,11,11,7,524.60,31.818,0.962,0.18,0.571,0.019,2009,4mg110414,6,3165560
2305.81,5,5,4,461.16,38.2,-0.278,0.063,-0.375,-0.065,2009,4mg110415,6,3166303
